,0
1,"[[0.19274299 0.18423844 0.25678477 0.14386998 0.22236382]
 [0.23101604 0.34838697 0.1061364  0.22850071 0.08595987]
 [0.26546594 0.19109653 0.42555025 0.0739826  0.04390467]
 [0.13659048 0.4494407  0.31801629 0.03691455 0.05903797]
 [0.1169257  0.32065397 0.27624803 0.19675272 0.08941959]]"
2,"[[0.22735802 0.23928459 0.15034648 0.15058062 0.23243029]
 [0.26803535 0.2381542  0.19308899 0.1365272  0.16419426]
 [0.2514706  0.20748065 0.16564863 0.16106753 0.2143326 ]
 [0.24205066 0.23589282 0.24035644 0.09831068 0.1833894 ]
 [0.53282879 0.26087007 0.06957858 0.10382054 0.03290202]]"
3,"[[0.44221403 0.2887023  0.18084576 0.03320476 0.05503315]
 [0.4850971  0.01456982 0.20093417 0.28666159 0.01273732]
 [0.16122569 0.27475658 0.22271094 0.22090342 0.12040338]
 [0.36531761 0.20497166 0.29666277 0.03141061 0.10163735]
 [0.20127359 0.66511627 0.1134343  0.01690532 0.00327052]]"
4,"[[0.24833726 0.05657909 0.23389303 0.26594039 0.19525023]
 [0.23874951 0.26415641 0.22879599 0.05087843 0.21741966]
 [0.29035797 0.39990398 0.1516254  0.11119777 0.04691488]
 [0.36900595 0.25662375 0.23853849 0.09828463 0.03754717]
 [0.39538441 0.29144558 0.23144255 0.05353505 0.0281924 ]]"
5,"[[0.38086318 0.30847298 0.14034492 0.0984826  0.07183631]
 [0.1932402  0.52834077 0.1574348  0.11965289 0.00133134]
 [0.253908   0.21981561 0.20688483 0.21833669 0.10105486]
 [0.25230936 0.21669739 0.07674295 0.21847295 0.23577736]
 [0.40586203 0.3307018  0.0733931  0.14558861 0.04445446]]"
6,"[[0.27088846 0.25157305 0.22388485 0.18558151 0.06807212]
 [0.13475225 0.05527937 0.35218906 0.05098806 0.40679127]
 [0.29194549 0.24080835 0.22232301 0.08021863 0.16470453]
 [0.22906552 0.37578349 0.15336988 0.14585521 0.0959259 ]
 [0.40060661 0.2454309  0.24074408 0.04865762 0.06456079]]"
7,"[[0.28867419 0.25724159 0.25659237 0.13367945 0.0638124 ]
 [0.30004436 0.39101532 0.01122804 0.02777286 0.26993943]
 [0.30510163 0.26347666 0.09186053 0.2984883  0.04107288]
 [0.58687317 0.04527585 0.17893909 0.18586236 0.00304954]
 [0.31600674 0.36883063 0.09389412 0.15709863 0.06416988]]"
8,"[[0.24991454 0.24639194 0.23093671 0.06837901 0.2043778 ]
 [0.24784914 0.24268343 0.26925584 0.11960608 0.12060552]
 [0.31008187 0.26200811 0.12593433 0.19556506 0.10641063]
 [0.29551318 0.32316628 0.09450034 0.07831358 0.20850662]
 [0.35291297 0.26219439 0.25125616 0.08702888 0.0466076 ]]"
9,"[[0.21748135 0.30637977 0.25812686 0.17915377 0.03885824]
 [0.38024897 0.24421372 0.18354864 0.18264629 0.00934239]
 [0.32815892 0.2390263  0.15609111 0.23334308 0.0433806 ]
 [0.37960769 0.28835126 0.20246947 0.08994842 0.03962317]
 [0.26822513 0.30009163 0.10462325 0.08878029 0.2382797 ]]"
10,"[[0.13551421 0.26592982 0.38257546 0.11699251 0.098988  ]
 [0.23211239 0.15773394 0.00075868 0.02025019 0.58914481]
 [0.51534492 0.31713473 0.12628109 0.01783537 0.02340389]
 [0.27309762 0.27238428 0.20939126 0.12520654 0.1199203 ]
 [0.25999449 0.22303688 0.17314676 0.1600355  0.18378638]]"
11,"[[0.23738232 0.31773137 0.16666847 0.24150383 0.03671401]
 [0.32743421 0.31191898 0.10757518 0.13102884 0.12204279]
 [0.35252507 0.34453857 0.11335944 0.09710793 0.092469  ]
 [0.27626881 0.27100911 0.17260209 0.12582074 0.15429925]
 [0.28487844 0.27663668 0.22634938 0.01752604 0.19460946]]"
12,"[[0.35660078 0.34642698 0.14875983 0.02326153 0.12495088]
 [0.33159026 0.19408351 0.27186526 0.10751872 0.09494224]
 [0.29994901 0.22139585 0.17341554 0.16726129 0.13797831]
 [0.33955189 0.30723449 0.03171913 0.09181987 0.22967461]
 [0.34592052 0.18935534 0.33101053 0.12811831 0.00559529]]"
13,"[[0.32389796 0.25762454 0.17954218 0.14822529 0.09071003]
 [0.31541667 0.25535949 0.15450755 0.14815268 0.12656361]
 [0.47698737 0.10322392 0.17609852 0.15320627 0.09048392]
 [0.3774395  0.22979689 0.21332651 0.03146832 0.14796878]
 [0.40572824 0.28415412 0.17413432 0.09281169 0.04317164]]"
14,"[[0.17016413 0.73407575 0.04685499 0.00632743 0.0425777 ]
 [0.31237813 0.28958243 0.16443654 0.19787469 0.0357282 ]
 [0.19772336 0.19190348 0.26950396 0.11549953 0.22536968]
 [0.35039277 0.30624287 0.07063123 0.22256024 0.05017289]
 [0.38740352 0.23276236 0.1940284  0.15725262 0.02855309]]"
15,"[[0.25711513 0.25298605 0.24562619 0.09012592 0.15414672]
 [0.2771765  0.26468576 0.23349398 0.21766844 0.00697533]
 [0.49570258 0.38173163 0.01352352 0.00113118 0.10791109]
 [0.30308585 0.25620643 0.18240596 0.17791351 0.08038826]
 [0.27793782 0.28798663 0.22223623 0.17403692 0.0378024 ]]"
16,"[[0.3255822  0.26338725 0.22464402 0.10326759 0.08311894]
 [0.24327953 0.12126309 0.27825208 0.25538145 0.10182385]
 [0.43834025 0.32531118 0.18755694 0.02319782 0.02559381]
 [0.26594923 0.25045885 0.22702731 0.07215463 0.18440998]
 [0.26713766 0.20661102 0.15576232 0.12784784 0.24264116]]"
17,"[[0.28802942 0.24069784 0.20738594 0.19697697 0.06690984]
 [0.52394341 0.07351552 0.19814643 0.04285859 0.16153605]
 [0.29066219 0.27172443 0.0700863  0.29251289 0.07501419]
 [0.3148796  0.24635852 0.14889974 0.18099878 0.10886336]
 [0.36091552 0.30336435 0.0732773  0.23163359 0.03080924]]"
18,"[[0.39838311 0.29994145 0.09647248 0.11509314 0.09010983]
 [0.3040817  0.2352655  0.15212002 0.15475707 0.15377571]
 [0.36727383 0.06347765 0.49306852 0.06686034 0.00931966]
 [0.26249029 0.23947104 0.23121092 0.235216   0.03161176]
 [0.31557344 0.061188   0.39477553 0.18079178 0.04767124]]"
19,"[[0.2575526  0.18364971 0.25168826 0.14559599 0.16151344]
 [0.28173122 0.41894216 0.15487348 0.06625282 0.07820033]
 [0.32781998 0.28696987 0.26027661 0.10086177 0.02407178]
 [0.41887087 0.45158193 0.02456464 0.01635542 0.08862714]
 [0.30456048 0.24855022 0.19929452 0.1137926  0.13380217]]"
20,"[[0.31009868 0.28915162 0.285779   0.08413514 0.03083556]
 [0.40638032 0.17698319 0.21461413 0.07753533 0.12448704]
 [0.31300463 0.2956829  0.14443342 0.23695508 0.00992396]
 [0.2762101  0.32424144 0.16585506 0.18646757 0.04722583]
 [0.18827904 0.22760691 0.24694176 0.23521812 0.10195417]]"
21,"[[0.32156226 0.31845677 0.20734865 0.13638901 0.01624331]
 [0.2222517  0.2535269  0.08968499 0.23245154 0.20208487]
 [0.31061167 0.25160832 0.22297813 0.2068039  0.00799799]
 [0.25651322 0.24353438 0.25532718 0.21646508 0.02816014]
 [0.33975865 0.18849989 0.3297281  0.10767143 0.03434193]]"
22,"[[0.32313336 0.31315963 0.00504521 0.12056111 0.2381007 ]
 [0.27435865 0.25087558 0.21705228 0.13717534 0.12053815]
 [0.20685477 0.28481561 0.20046812 0.19160749 0.11625402]
 [0.40732482 0.26574833 0.07214741 0.17103695 0.08374249]
 [0.34401203 0.27004247 0.15719441 0.14101684 0.08773425]]"
23,"[[0.24187674 0.1901924  0.32935757 0.04540732 0.19316597]
 [0.35182061 0.23032874 0.18120402 0.10465994 0.13198668]
 [0.26697445 0.41296866 0.20938069 0.09549998 0.01517623]
 [0.25019364 0.08597196 0.5146441  0.07504746 0.07414284]
 [0.49213526 0.07564761 0.05206936 0.0013291  0.37881867]]"
24,"[[0.37538304 0.26324277 0.14730482 0.16563339 0.04843598]
 [0.31181355 0.29423572 0.22226652 0.1358137  0.03587052]
 [0.31059416 0.18582858 0.27598501 0.14973225 0.07786001]
 [0.28518513 0.10784061 0.29906869 0.28636347 0.0215421 ]
 [0.26291134 0.1254739  0.25618688 0.12080911 0.23461876]]"
25,"[[0.34409501 0.33932375 0.10998843 0.11500322 0.09158959]
 [0.22568394 0.28417337 0.1732653  0.27998246 0.03689492]
 [0.41078161 0.31748409 0.05080079 0.1165465  0.10438702]
 [0.27165074 0.29475462 0.27066617 0.14315    0.01977846]
 [0.26840037 0.29916276 0.18492836 0.16408504 0.08342347]]"
26,"[[0.28507978 0.28333814 0.15577847 0.13529037 0.14051324]
 [0.30998557 0.1209582  0.30352696 0.21736182 0.04816745]
 [0.25928748 0.35847414 0.30027104 0.03754473 0.04442261]
 [0.31966661 0.21531335 0.1937996  0.15320404 0.11801641]
 [0.27695942 0.24425957 0.19913052 0.18025527 0.09939522]]"
27,"[[0.21606774 0.1590388  0.20335894 0.33489593 0.0866386 ]
 [0.28756003 0.19332936 0.33911684 0.05655661 0.12343716]
 [0.33462328 0.1865499  0.15999431 0.18591901 0.13291351]
 [0.29077441 0.19545582 0.34227651 0.13375197 0.03774129]
 [0.33624923 0.2778392  0.23960874 0.1426926  0.00361022]]"
28,"[[0.30664097 0.05892416 0.37235624 0.2441073  0.01797133]
 [0.30856979 0.20534259 0.18428544 0.27383189 0.02797029]
 [0.31692409 0.29703454 0.10627195 0.24870675 0.03106267]
 [0.27153781 0.40600705 0.16318402 0.14344419 0.01582693]
 [0.21709174 0.29204253 0.14594364 0.06081736 0.28410473]]"
29,"[[0.21942031 0.57300478 0.14809262 0.05874532 0.00073698]
 [0.30578647 0.2327965  0.18007681 0.23203308 0.04930714]
 [0.30817823 0.14596098 0.26095704 0.14401726 0.1408865 ]
 [0.1050065  0.29305354 0.28957949 0.19551467 0.11684581]
 [0.27926295 0.24926407 0.19522611 0.19393781 0.08230906]]"
30,"[[0.35808692 0.16862599 0.19099401 0.24773963 0.03455345]
 [0.290932   0.27452616 0.07506219 0.11640232 0.24307732]
 [0.42610496 0.25310831 0.26793587 0.00917159 0.04367928]
 [0.46143076 0.08841392 0.11353573 0.23643268 0.10018691]
 [0.32764211 0.22556123 0.15596511 0.15346226 0.13736929]]"
31,"[[0.25571475 0.25436573 0.19608934 0.22644777 0.06738242]
 [0.51848464 0.17733391 0.09816922 0.12650459 0.07950763]
 [0.33202864 0.32525575 0.2998817  0.03051158 0.01232232]
 [0.25529635 0.32813903 0.19568478 0.00637988 0.21449996]
 [0.3114573  0.24924841 0.19358441 0.18119096 0.06451891]]"
32,"[[0.34620773 0.29733827 0.17634181 0.00990505 0.17020714]
 [0.30456088 0.23747021 0.28511308 0.10569989 0.06715594]
 [0.35531761 0.35975627 0.22221998 0.04578647 0.01691967]
 [0.37163854 0.32343779 0.17104513 0.12455704 0.0093215 ]
 [0.35907113 0.29298222 0.10488037 0.15866326 0.08440302]]"
33,"[[0.34734715 0.2397394  0.17658328 0.08534058 0.15098959]
 [0.29201156 0.2431611  0.2494722  0.20928566 0.00606948]
 [0.14268528 0.24931205 0.28262177 0.05152141 0.27385949]
 [0.2223207  0.231665   0.23789264 0.19292586 0.1151958 ]
 [0.21917998 0.20944882 0.19726165 0.19279389 0.18131566]]"
34,"[[0.26889606 0.09054015 0.46624634 0.06663738 0.10768006]
 [0.39873415 0.23633794 0.2387411  0.08150302 0.0446838 ]
 [0.37183049 0.37322936 0.16168572 0.00292978 0.09032465]
 [0.62642843 0.22909577 0.09071671 0.04898185 0.00477723]
 [0.36110916 0.29960579 0.18251949 0.11819066 0.03857491]]"
35,"[[0.39037277 0.11728326 0.1087924  0.01111402 0.37243755]
 [0.39302967 0.13804284 0.30729932 0.12580614 0.03582203]
 [0.26586955 0.35644968 0.20695022 0.1535704  0.01716015]
 [0.06497003 0.39442257 0.50558404 0.02208051 0.01294285]
 [0.30382514 0.16638435 0.08068046 0.2697469  0.17936316]]"
36,"[[0.30799032 0.30947993 0.21736613 0.08697898 0.07818464]
 [0.29985502 0.22285894 0.45646599 0.01054834 0.01027171]
 [0.27253526 0.23493749 0.18407873 0.12360012 0.18484839]
 [0.35039712 0.22480518 0.10003821 0.23645078 0.08830871]
 [0.28870699 0.27922684 0.21151163 0.17834974 0.0422048 ]]"
37,"[[0.30222792 0.25158938 0.2513859  0.15963093 0.03516586]
 [0.31518611 0.20562147 0.21459467 0.19660358 0.06799417]
 [0.4107753  0.24081784 0.14988117 0.0706976  0.12782809]
 [0.05513947 0.20567967 0.39998608 0.30483772 0.03435705]
 [0.30096621 0.21446885 0.21684624 0.12733031 0.1403884 ]]"
38,"[[0.11485608 0.43274737 0.31125475 0.0473591  0.0937827 ]
 [0.2462026  0.28807875 0.25501912 0.04812251 0.16257702]
 [0.19614657 0.32207172 0.27843173 0.13698126 0.06636872]
 [0.29591279 0.29085083 0.25146661 0.13824784 0.02352193]
 [0.28850379 0.27649723 0.00469213 0.1966395  0.23366735]]"
39,"[[0.07467037 0.26491619 0.28767478 0.19784658 0.17489208]
 [0.26011724 0.20729604 0.05829529 0.27676517 0.19752625]
 [0.31984112 0.25286376 0.20450777 0.19623245 0.02655491]
 [0.48431819 0.27135223 0.0567469  0.14117846 0.04640422]
 [0.1386217  0.12410502 0.31213769 0.0615299  0.36360569]]"
40,"[[0.28172738 0.21092614 0.24003387 0.16229015 0.10502247]
 [0.27694343 0.45322537 0.12670945 0.07738973 0.06573202]
 [0.28215277 0.27157831 0.13341958 0.23054809 0.08230124]
 [0.21057376 0.23920973 0.20666274 0.18381939 0.15973438]
 [0.25973027 0.20247101 0.1933652  0.20216698 0.14226654]]"
