,0
1,"[[1.         0.93320161 0.36466983 0.19681927 0.        ]
 [1.         0.81931458 0.80709009 0.4728656  0.        ]
 [1.         0.14144977 0.12377554 0.02881926 0.        ]
 [1.         0.91979758 0.76445101 0.6583286  0.        ]
 [1.         0.59685995 0.54210404 0.05748695 0.        ]]"
2,"[[1.         0.32333122 0.24659255 0.1931452  0.        ]
 [1.         0.79601431 0.7091254  0.12362348 0.        ]
 [1.         0.55176848 0.27878565 0.14807182 0.        ]
 [1.         0.86900276 0.84187538 0.13534153 0.        ]
 [1.         0.36402336 0.30194639 0.22660783 0.        ]]"
3,"[[1.         0.69469607 0.55636155 0.09676623 0.        ]
 [1.         0.88589216 0.6661053  0.54777317 0.        ]
 [1.         0.92670313 0.80956227 0.07971142 0.        ]
 [1.         0.92912579 0.8266954  0.45302608 0.        ]
 [1.         0.46915218 0.24598898 0.14616295 0.        ]]"
4,"[[1.         0.83837699 0.18260255 0.10895448 0.        ]
 [1.         0.83516273 0.70843657 0.33919219 0.        ]
 [1.         0.81904306 0.71596163 0.23916398 0.        ]
 [1.         0.92220954 0.42809601 0.08719577 0.        ]
 [1.         0.94147345 0.69332293 0.4604995  0.        ]]"
5,"[[1.         0.94697275 0.45808427 0.35580087 0.        ]
 [1.         0.86372273 0.71688459 0.65731496 0.        ]
 [1.         0.97616594 0.73160977 0.29565564 0.        ]
 [1.         0.64263779 0.61182097 0.11977451 0.        ]
 [1.         0.6277339  0.61293464 0.60055695 0.        ]]"
6,"[[1.         0.74699125 0.63971056 0.57868847 0.        ]
 [1.         0.84720251 0.75882661 0.51549466 0.        ]
 [1.         0.90231208 0.4435674  0.42057658 0.        ]
 [1.         0.94940025 0.40682957 0.34600972 0.        ]
 [1.         0.36858278 0.25087686 0.07393245 0.        ]]"
7,"[[1.         0.71013766 0.30143132 0.23957638 0.        ]
 [1.         0.9962717  0.72747446 0.62699179 0.        ]
 [1.         0.379993   0.34640192 0.28330312 0.        ]
 [1.         0.70288494 0.3547306  0.20371147 0.        ]
 [1.         0.43373458 0.38532122 0.037485   0.        ]]"
8,"[[0.50453769 1.         0.48605274 0.16320595 0.        ]
 [1.         0.90345148 0.44992028 0.3558067  0.        ]
 [1.         0.96519758 0.94791573 0.29781484 0.        ]
 [1.         0.49164482 0.25291576 0.23729838 0.        ]
 [1.         0.71417529 0.59351365 0.11237725 0.        ]]"
9,"[[1.         0.98142911 0.93556422 0.08545625 0.        ]
 [1.         0.97725014 0.68293927 0.21278219 0.        ]
 [1.         0.67693631 0.43722594 0.22163408 0.        ]
 [1.         0.79712224 0.78756881 0.49442405 0.        ]
 [1.         0.99755664 0.98872815 0.45419515 0.        ]]"
10,"[[1.         0.72305673 0.70860943 0.44932427 0.        ]
 [1.         0.97705173 0.14678934 0.09258398 0.        ]
 [1.         0.89962161 0.88243919 0.17516651 0.        ]
 [1.         0.99567313 0.63331098 0.35035821 0.        ]
 [1.         0.73834139 0.67715708 0.28790053 0.        ]]"
11,"[[1.         0.58938423 0.4816177  0.22259465 0.        ]
 [1.         0.52242248 0.43094783 0.00529119 0.        ]
 [1.         0.94665899 0.06921299 0.04520849 0.        ]
 [1.         0.88665948 0.55481668 0.19897564 0.        ]
 [1.         0.91333381 0.58569316 0.31591473 0.        ]]"
12,"[[1.         0.79653094 0.49317557 0.12551459 0.        ]
 [1.         0.67541483 0.50653761 0.26657741 0.        ]
 [1.         0.35719994 0.1049123  0.04397129 0.        ]
 [1.         0.50212618 0.31238853 0.06541505 0.        ]
 [1.         0.9970014  0.37023288 0.08024296 0.        ]]"
13,"[[1.         0.59276726 0.33275174 0.15031834 0.        ]
 [1.         0.5567824  0.45795498 0.23867469 0.        ]
 [1.         0.92687565 0.64938276 0.56216884 0.        ]
 [1.         0.66450826 0.42997096 0.13531151 0.        ]
 [1.         0.5644969  0.26631842 0.07570852 0.        ]]"
14,"[[1.00000000e+00 9.18770810e-01 8.13728961e-01 1.74654345e-01
  0.00000000e+00]
 [1.00000000e+00 6.66144338e-01 5.69459470e-01 1.37717160e-01
  0.00000000e+00]
 [1.00000000e+00 6.83063532e-01 6.68875096e-01 3.14369668e-01
  0.00000000e+00]
 [1.00000000e+00 7.15206371e-01 3.47046984e-01 1.76863729e-01
  0.00000000e+00]
 [1.00000000e+00 8.46233165e-01 4.47354223e-01 7.21794582e-04
  0.00000000e+00]]"
15,"[[1.         0.88810475 0.16062775 0.04359573 0.        ]
 [1.         0.90600715 0.85683807 0.75807638 0.        ]
 [1.         0.48212443 0.28517487 0.05150005 0.        ]
 [1.         0.99821781 0.19657785 0.04067796 0.        ]
 [1.         0.8754767  0.81226852 0.78187986 0.        ]]"
16,"[[1.         0.97820454 0.49906551 0.20252939 0.        ]
 [1.         0.85115069 0.52654634 0.38538693 0.        ]
 [1.         0.97516505 0.58565149 0.3853761  0.        ]
 [1.         0.80659041 0.72270624 0.37576725 0.        ]
 [1.         0.55912385 0.33030292 0.04140321 0.        ]]"
17,"[[1.         0.90986338 0.8861885  0.12377337 0.        ]
 [1.         0.80682519 0.40494994 0.05899852 0.        ]
 [1.         0.81052987 0.67689245 0.64989083 0.        ]
 [1.         0.6372911  0.53904465 0.06770672 0.        ]
 [1.         0.99566812 0.97520535 0.03133159 0.        ]]"
18,"[[1.         0.71666683 0.27369733 0.03125597 0.        ]
 [1.         0.97044805 0.85027941 0.18094824 0.        ]
 [1.         0.71371091 0.18616789 0.04244463 0.        ]
 [1.         0.62327724 0.52677017 0.21396219 0.        ]
 [1.         0.99019485 0.74378902 0.3565959  0.        ]]"
19,"[[1.         0.56821643 0.15380673 0.01752508 0.        ]
 [1.         0.63431229 0.40894215 0.38471804 0.        ]
 [1.         0.54939455 0.53380421 0.28929175 0.        ]
 [1.         0.58657713 0.11008328 0.07549422 0.        ]
 [1.         0.7851618  0.38288686 0.23374788 0.        ]]"
20,"[[1.         0.87748574 0.87484253 0.72342927 0.        ]
 [1.         0.96269467 0.31906178 0.30094928 0.        ]
 [1.         0.47274213 0.20369149 0.42197418 0.        ]
 [1.         0.45949559 0.38040207 0.04558333 0.        ]
 [1.         0.97174791 0.38000941 0.09534632 0.        ]]"
21,"[[1.         0.93138426 0.80997816 0.22724795 0.        ]
 [1.         0.86739052 0.65206637 0.3587733  0.        ]
 [1.         0.60342691 0.52419659 0.35284889 0.        ]
 [1.         0.97607623 0.4182147  0.17792921 0.        ]
 [1.         0.9819806  0.64238257 0.5658388  0.        ]]"
22,"[[1.         0.86997596 0.59628747 0.58187235 0.        ]
 [1.         0.86433493 0.85434017 0.30549523 0.        ]
 [1.         0.93879513 0.63772325 0.49504594 0.        ]
 [1.         0.39699033 0.34027284 0.25953476 0.        ]
 [1.         0.91825143 0.14936758 0.12432143 0.        ]]"
23,"[[1.         0.85550626 0.55878858 0.55052289 0.        ]
 [1.         0.93963811 0.4107958  0.22335957 0.        ]
 [1.         0.29764885 0.1714993  0.04744307 0.        ]
 [1.         0.95741863 0.9512596  0.41743928 0.        ]
 [1.         0.59845316 0.15259773 0.04662091 0.        ]]"
24,"[[1.         0.77086207 0.73887293 0.57273967 0.        ]
 [1.         0.58688716 0.48636162 0.12807642 0.        ]
 [1.         0.48259474 0.15468597 0.09116881 0.        ]
 [1.         0.79823442 0.38699486 0.23550139 0.        ]
 [1.         0.99328703 0.62707333 0.51850843 0.        ]]"
25,"[[1.         0.47320163 0.41457378 0.35932212 0.        ]
 [1.         0.4688073  0.12787477 0.09549089 0.        ]
 [1.         0.35226652 0.24793474 0.16834891 0.        ]
 [1.         0.96244735 0.71465162 0.68716783 0.        ]
 [1.         0.70057688 0.43590644 0.42418172 0.        ]]"
26,"[[1.         0.85468466 0.50255189 0.22034537 0.        ]
 [1.         0.88892542 0.69484987 0.60975946 0.        ]
 [1.         0.95252614 0.79659204 0.42939789 0.        ]
 [1.         0.77229541 0.64686605 0.20274135 0.        ]
 [1.         0.84859532 0.72215401 0.0833774  0.        ]]"
27,"[[1.         0.97930032 0.16077125 0.03216701 0.        ]
 [1.         0.96367271 0.54464163 0.08186435 0.        ]
 [1.         0.91976995 0.5304167  0.27742208 0.        ]
 [1.         0.83248849 0.82060793 0.19659469 0.        ]
 [1.         0.15582116 0.10633075 0.06733191 0.        ]]"
28,"[[1.         0.88243193 0.82317317 0.18190889 0.        ]
 [1.         0.71139946 0.13731898 0.05030696 0.        ]
 [1.         0.8408869  0.38538443 0.32131791 0.        ]
 [1.         0.98112932 0.50455103 0.0936223  0.        ]
 [1.         0.84423465 0.73932406 0.6073292  0.        ]]"
29,"[[1.         0.65254473 0.4669812  0.42753865 0.        ]
 [1.         0.92203718 0.55374863 0.21608985 0.        ]
 [1.         0.68590999 0.35468095 0.0414564  0.        ]
 [1.         0.2727615  0.13261008 0.12939011 0.        ]
 [1.         0.95311336 0.5179874  0.515432   0.        ]]"
30,"[[1.         0.53605878 0.4529906  0.12534734 0.        ]
 [1.         0.67867736 0.25170044 0.23292509 0.        ]
 [0.86423309 1.         0.29064079 0.28316179 0.        ]
 [1.         0.20844894 0.14198423 0.05307054 0.        ]
 [1.         0.50192152 0.215257   0.05332644 0.        ]]"
31,"[[1.         0.95890531 0.72765036 0.24448581 0.        ]
 [1.         0.97038383 0.30764994 0.17772321 0.        ]
 [1.         0.96347251 0.63420153 0.09886426 0.        ]
 [1.         0.73450449 0.68808103 0.01121176 0.        ]
 [1.         0.80519895 0.66782499 0.25182268 0.        ]]"
32,"[[1.         0.8609085  0.63075181 0.02114835 0.        ]
 [1.         0.59866234 0.32590888 0.00319373 0.        ]
 [1.         0.45285244 0.36061124 0.35555625 0.        ]
 [1.         0.8335578  0.69034517 0.60783272 0.        ]
 [1.         0.44128737 0.30957024 0.1908279  0.        ]]"
33,"[[1.         0.81089346 0.50666198 0.05309503 0.        ]
 [1.         0.38250796 0.31552139 0.27528793 0.        ]
 [1.         0.96443447 0.68782983 0.02691484 0.        ]
 [1.         0.94170627 0.82574351 0.16194995 0.        ]
 [1.         0.49233716 0.33941011 0.31689003 0.        ]]"
34,"[[1.         0.53235073 0.28048253 0.18123492 0.        ]
 [1.         0.64382706 0.56116292 0.38423457 0.        ]
 [1.         0.90474781 0.85419236 0.17263921 0.        ]
 [1.         0.7980464  0.4794294  0.42443513 0.        ]
 [1.         0.99426223 0.28734782 0.16486757 0.        ]]"
35,"[[1.         0.95889719 0.92222854 0.16196162 0.        ]
 [1.         0.94813399 0.94176004 0.59118906 0.        ]
 [1.         0.22823374 0.20013997 0.03958814 0.        ]
 [1.         0.57023617 0.52737132 0.09734222 0.        ]
 [1.         0.853098   0.39733771 0.09520401 0.        ]]"
36,"[[1.         0.53507831 0.13513076 0.00896741 0.        ]
 [1.         0.6821186  0.66777276 0.17861718 0.        ]
 [1.         0.46599365 0.25356952 0.1485504  0.        ]
 [1.         0.86040039 0.42823984 0.18116618 0.        ]
 [1.         0.98826861 0.56474649 0.22569469 0.        ]]"
37,"[[1.         0.62063274 0.55755668 0.19710461 0.        ]
 [1.         0.94285606 0.88243812 0.06569239 0.        ]
 [1.         0.69625305 0.58431375 0.         0.4103874 ]
 [1.         0.90116455 0.67241825 0.40757471 0.        ]
 [1.         0.61895899 0.29590636 0.11759262 0.        ]]"
38,"[[1.         0.7807358  0.22322661 0.20733542 0.        ]
 [1.         0.93112159 0.64866209 0.33898557 0.        ]
 [1.         0.46201219 0.38224027 0.19808528 0.        ]
 [1.         0.73725116 0.73584874 0.67608089 0.        ]
 [1.         0.76435521 0.39642562 0.33001812 0.        ]]"
39,"[[1.         0.8242124  0.38114431 0.00952137 0.        ]
 [1.         0.77890248 0.7508552  0.69803399 0.        ]
 [1.         0.8109233  0.58724175 0.30777397 0.        ]
 [1.         0.96807346 0.7233336  0.29362482 0.        ]
 [1.         0.64063453 0.52334125 0.407161   0.        ]]"
40,"[[1.         0.59913644 0.34046883 0.14244313 0.        ]
 [1.         0.83563631 0.75033389 0.1359646  0.        ]
 [1.         0.97059872 0.88830523 0.39961899 0.        ]
 [1.         0.80594834 0.62057809 0.19398151 0.        ]
 [1.         0.58864368 0.5130078  0.04779016 0.        ]]"
41,"[[1.         0.63590505 0.58757515 0.44416064 0.        ]
 [1.         0.94880689 0.5096639  0.33251524 0.        ]
 [1.         0.73440633 0.38982692 0.0917639  0.        ]
 [1.         0.70248945 0.69145679 0.21835    0.        ]
 [1.         0.93611565 0.70179745 0.06502978 0.        ]]"
42,"[[1.         0.81618172 0.0567033  0.76154516 0.        ]
 [1.         0.75117811 0.67010562 0.20271412 0.        ]
 [1.         0.3548279  0.30651085 0.01932329 0.        ]
 [1.         0.58267194 0.19957392 0.01843183 0.        ]
 [1.         0.86488885 0.6125901  0.44572643 0.        ]]"
43,"[[1.         0.88149482 0.55466176 0.02462562 0.        ]
 [1.         0.25444666 0.17607955 0.00363787 0.        ]
 [1.         0.95704428 0.89096647 0.4379514  0.        ]
 [1.         0.96370032 0.36938449 0.02387148 0.        ]
 [1.         0.78259585 0.45267521 0.04058895 0.        ]]"
44,"[[1.         0.80309903 0.70863014 0.39926844 0.        ]
 [1.         0.89669728 0.63199494 0.53215382 0.        ]
 [1.         0.71112869 0.41226421 0.07313064 0.        ]
 [1.         0.79806675 0.71773378 0.02284439 0.        ]
 [1.         0.90998052 0.83708925 0.81798315 0.        ]]"
45,"[[1.         0.97396022 0.47186624 0.13333222 0.        ]
 [1.         0.53092706 0.17313354 0.05679895 0.        ]
 [1.         0.6339205  0.56363404 0.42615624 0.        ]
 [1.         0.19985626 0.16991128 0.0749269  0.        ]
 [1.         0.82245638 0.33943282 0.29279208 0.        ]]"
46,"[[1.         0.84867795 0.20726761 0.01292631 0.        ]
 [1.         0.51819279 0.43009485 0.30841548 0.        ]
 [1.         0.98819213 0.87147    0.80214875 0.        ]
 [1.         0.82820891 0.58016253 0.10919654 0.        ]
 [1.         0.97320376 0.69077345 0.22489818 0.        ]]"
47,"[[1.         0.84624907 0.74849992 0.03150699 0.        ]
 [1.         0.95306314 0.43297659 0.31116791 0.        ]
 [1.         0.79407202 0.29331285 0.1040369  0.        ]
 [1.         0.42356315 0.22042697 0.08710169 0.        ]
 [1.         0.7227472  0.4469675  0.43888005 0.        ]]"
48,"[[1.         0.82390565 0.46502495 0.29611819 0.        ]
 [1.         0.98666555 0.65026828 0.08254148 0.        ]
 [1.         0.59449127 0.14260892 0.03746941 0.        ]
 [1.         0.98061709 0.19360262 0.14720982 0.        ]
 [1.         0.29386971 0.19758248 0.08610066 0.        ]]"
49,"[[1.         0.29659555 0.13314695 0.10364042 0.        ]
 [1.         0.50857269 0.4540505  0.36699811 0.        ]
 [1.         0.89628181 0.35994905 0.12064062 0.        ]
 [1.         0.8154628  0.47961459 0.28506278 0.        ]
 [1.         0.89693984 0.80541676 0.37135741 0.        ]]"
50,"[[1.         0.78685925 0.68034899 0.35389745 0.        ]
 [1.         0.66651858 0.31280961 0.04448504 0.        ]
 [1.         0.5979147  0.54799111 0.12818421 0.        ]
 [1.         0.85116029 0.69069713 0.47461233 0.        ]
 [1.         0.41978805 0.2502716  0.19828763 0.        ]]"
51,"[[1.         0.88233303 0.26177218 0.14676406 0.        ]
 [1.         0.93437083 0.84505772 0.74183359 0.        ]
 [1.         0.40345487 0.28074314 0.04932914 0.        ]
 [1.         0.46035013 0.41451989 0.03660661 0.        ]
 [1.         0.91211933 0.39121459 0.09607858 0.        ]]"
52,"[[1.         0.97611814 0.76375644 0.14958862 0.        ]
 [1.         0.8955236  0.68672902 0.57478178 0.        ]
 [1.         0.86471304 0.39044155 0.1814025  0.        ]
 [1.         0.50208004 0.48914955 0.04548057 0.        ]
 [1.         0.53089235 0.12070609 0.06915896 0.        ]]"
53,"[[1.         0.8912423  0.62480025 0.30171092 0.        ]
 [1.         0.60657325 0.3727961  0.03945545 0.        ]
 [1.         0.5335254  0.47995381 0.05602654 0.        ]
 [0.54639477 1.         0.37237106 0.18903057 0.        ]
 [1.         0.3166426  0.29650966 0.24275145 0.        ]]"
54,"[[1.         0.67168323 0.25878634 0.14703032 0.        ]
 [1.         0.83147076 0.61726765 0.12762689 0.        ]
 [1.         0.59133386 0.13631833 0.1182137  0.        ]
 [1.         0.87360645 0.73853412 0.35986867 0.        ]
 [1.         0.91705335 0.81693016 0.52979691 0.        ]]"
55,"[[1.         0.95386074 0.32168563 0.27793903 0.        ]
 [1.         0.90967699 0.72204092 0.614119   0.        ]
 [1.         0.87963605 0.12618595 0.02357859 0.        ]
 [1.         0.98216247 0.81087397 0.78801255 0.        ]
 [1.         0.92280747 0.60716801 0.44876523 0.        ]]"
56,"[[1.         0.83268124 0.03347246 0.01657042 0.        ]
 [1.         0.69914512 0.11976914 0.02143914 0.        ]
 [1.         0.76777957 0.45490474 0.01745419 0.        ]
 [0.74127265 1.         0.5679178  0.35861634 0.        ]
 [1.         0.98223386 0.88971327 0.69636657 0.        ]]"
57,"[[1.         0.95021089 0.25241038 0.23088445 0.        ]
 [1.         0.97624181 0.78342659 0.40845229 0.        ]
 [1.         0.55678506 0.43121468 0.24317945 0.        ]
 [1.         0.89464742 0.69543416 0.56087744 0.        ]
 [1.         0.28805978 0.20557342 0.15580061 0.        ]]"
58,"[[1.         0.36779894 0.33857769 0.14107279 0.        ]
 [1.         0.91838942 0.44146784 0.18938587 0.        ]
 [1.         0.80589254 0.35097494 0.07717524 0.        ]
 [1.         0.99318059 0.89805337 0.40897319 0.        ]
 [1.         0.9856272  0.68460303 0.44748489 0.        ]]"
59,"[[1.         0.31579168 0.24311328 0.11389129 0.        ]
 [1.         0.86219648 0.59016875 0.19656698 0.        ]
 [1.         0.85513386 0.74811975 0.48983295 0.        ]
 [1.         0.96876945 0.87530113 0.18198406 0.        ]
 [1.         0.97173048 0.84772976 0.55240271 0.        ]]"
