,0
1,"[[1.         0.74207762 0.60245202 0.21172207 0.        ]
 [1.         0.25576052 0.05660914 0.03191659 0.        ]
 [1.         0.7410006  0.59250225 0.21459299 0.        ]
 [1.         0.83375538 0.35976134 0.29604639 0.        ]
 [1.         0.59453048 0.40180594 0.14875815 0.        ]]"
2,"[[1.         0.07168192 0.06906446 0.05378919 0.        ]
 [1.         0.98159022 0.96915516 0.10395188 0.        ]
 [1.         0.88223624 0.66683435 0.15125937 0.        ]
 [1.         0.97712296 0.63143834 0.16380377 0.        ]
 [1.         0.67679638 0.60302328 0.24275608 0.        ]]"
3,"[[1.         0.90143304 0.08465514 0.01025315 0.        ]
 [1.         0.5627552  0.33056551 0.0925929  0.        ]
 [1.         0.71115888 0.64856861 0.37838808 0.        ]
 [1.         0.505815   0.47360264 0.46226506 0.        ]
 [1.         0.89367311 0.68111161 0.56649593 0.        ]]"
4,"[[1.         0.99823822 0.98477779 0.6180435  0.        ]
 [1.         0.4409793  0.34840838 0.27885831 0.        ]
 [1.         0.8075363  0.59969429 0.29426478 0.        ]
 [1.         0.75562129 0.75006514 0.3177296  0.        ]
 [1.         0.35795675 0.22303304 0.09992424 0.        ]]"
5,"[[1.         0.708317   0.21495718 0.00904223 0.        ]
 [1.         0.89700621 0.77145415 0.43399114 0.        ]
 [1.         0.95000324 0.70436459 0.54073199 0.        ]
 [1.         0.96262987 0.94718516 0.30155662 0.        ]
 [1.         0.73755141 0.68416429 0.2131093  0.        ]]"
6,"[[1.         0.95179034 0.88409396 0.4938262  0.        ]
 [1.         0.40927673 0.17559233 0.08071595 0.        ]
 [1.         0.2369989  0.15415476 0.13425277 0.        ]
 [1.         0.46544424 0.09042159 0.03160953 0.        ]
 [1.         0.51193644 0.30084267 0.15639857 0.        ]]"
7,"[[1.         0.73665436 0.68355693 0.19035495 0.        ]
 [1.         0.69534271 0.6701611  0.11587788 0.        ]
 [1.         0.42887402 0.36724033 0.04657311 0.        ]
 [1.         0.82086662 0.54787909 0.40737793 0.        ]
 [1.         0.98173439 0.51053581 0.22062693 0.        ]]"
8,"[[0.50889843 1.         0.09085957 0.00722261 0.        ]
 [1.         0.84077663 0.32899813 0.2080967  0.        ]
 [1.         0.6901987  0.59502672 0.25985019 0.        ]
 [1.         0.55167783 0.08511665 0.06067621 0.        ]
 [1.         0.88668103 0.87620517 0.41583185 0.        ]]"
9,"[[1.         0.52965707 0.24438681 0.104572   0.        ]
 [1.         0.94046295 0.33220131 0.27264193 0.        ]
 [1.         0.32585642 0.16661062 0.13354707 0.        ]
 [1.         0.6589834  0.35564061 0.01395756 0.        ]
 [1.         0.49573426 0.1159574  0.02981929 0.        ]]"
10,"[[1.         0.50260212 0.19832352 0.083369   0.        ]
 [1.         0.56839416 0.4663087  0.08447694 0.        ]
 [1.         0.89818072 0.44577433 0.19245319 0.        ]
 [1.         0.7223504  0.6945938  0.6742328  0.        ]
 [1.         0.76696268 0.61242718 0.14651663 0.        ]]"
11,"[[1.         0.39613547 0.23187799 0.00734889 0.        ]
 [1.         0.47889036 0.46532291 0.07534376 0.        ]
 [1.         0.92871103 0.83123852 0.06102615 0.        ]
 [1.         0.88019484 0.56425339 0.55587183 0.        ]
 [1.         0.29923256 0.15913613 0.08177774 0.        ]]"
12,"[[1.         0.96226113 0.78584545 0.38541939 0.        ]
 [1.         0.94080639 0.16193961 0.02455232 0.        ]
 [1.         0.8002914  0.61284343 0.23661733 0.        ]
 [1.         0.95530151 0.5817996  0.35012912 0.        ]
 [1.         0.97827616 0.84811904 0.56901723 0.        ]]"
13,"[[1.         0.97285499 0.54581795 0.49979236 0.        ]
 [1.         0.75086006 0.74359811 0.59101675 0.        ]
 [1.         0.46261012 0.07289674 0.01952189 0.        ]
 [1.         0.79759017 0.64539993 0.51802432 0.        ]
 [1.         0.61213877 0.43296835 0.13147973 0.        ]]"
14,"[[1.         0.74329823 0.4851781  0.13816291 0.        ]
 [1.         0.5988474  0.46884244 0.18325278 0.        ]
 [1.         0.58904314 0.58840431 0.01990092 0.        ]
 [1.         0.7142283  0.65310168 0.5973685  0.        ]
 [1.         0.85727322 0.58098698 0.48282578 0.        ]]"
15,"[[1.         0.82017019 0.46359493 0.26250801 0.        ]
 [1.         0.86785556 0.74634451 0.31569044 0.        ]
 [1.         0.79098856 0.60731341 0.42333485 0.        ]
 [1.         0.93260835 0.81551467 0.53042938 0.        ]
 [1.         0.80286131 0.52651574 0.07637219 0.        ]]"
16,"[[1.         0.50686776 0.45246661 0.35354282 0.        ]
 [1.         0.88618348 0.31367685 0.05155294 0.        ]
 [1.         0.95785926 0.81812449 0.78147684 0.        ]
 [1.         0.39196704 0.26327621 0.21497554 0.        ]
 [1.         0.90689563 0.72777892 0.6921053  0.        ]]"
17,"[[1.         0.36091392 0.08250001 0.03724133 0.        ]
 [1.         0.93510431 0.71821887 0.69659154 0.        ]
 [1.         0.98303094 0.63932916 0.12787638 0.        ]
 [1.         0.82463736 0.68191372 0.63556465 0.        ]
 [1.         0.79478302 0.30873488 0.30754859 0.        ]]"
