,0
1,"[[1.         0.91611944 0.70679724 0.47931335 0.        ]
 [1.         0.97075461 0.92192354 0.52906673 0.        ]
 [1.         0.86612742 0.30749704 0.01604706 0.        ]
 [1.         0.65214519 0.49866607 0.01920265 0.        ]
 [1.         0.65445839 0.24418042 0.02637343 0.        ]]"
2,"[[1.         0.8655864  0.75382528 0.27597307 0.        ]
 [1.         0.76445552 0.46249668 0.36665644 0.        ]
 [1.         0.87082728 0.38827614 0.11471029 0.        ]
 [1.         0.82192257 0.70400332 0.60609779 0.        ]
 [1.         0.87099389 0.3607964  0.04279673 0.        ]]"
3,"[[1.         0.74156262 0.62993939 0.30348695 0.        ]
 [1.         0.7074973  0.30693314 0.25457232 0.        ]
 [1.         0.92453042 0.51535106 0.39514054 0.        ]
 [1.         0.7816677  0.58851689 0.11013251 0.        ]
 [1.         0.7576056  0.3263164  0.29165596 0.        ]]"
4,"[[1.         0.46732057 0.3564293  0.19205979 0.        ]
 [1.         0.97068935 0.14015078 0.08419573 0.        ]
 [1.         0.94640774 0.9353788  0.71706138 0.        ]
 [1.         0.7283471  0.51162421 0.09238674 0.        ]
 [1.         0.86855045 0.78852461 0.53096818 0.        ]]"
5,"[[1.         0.62893719 0.20252812 0.19227108 0.        ]
 [1.         0.92610687 0.81742602 0.38788363 0.        ]
 [1.         0.89003682 0.7678529  0.49930887 0.        ]
 [1.         0.79332672 0.64088153 0.46437866 0.        ]
 [1.         0.71414059 0.63535161 0.59725968 0.        ]]"
6,"[[1.         0.97013573 0.88242114 0.49429309 0.        ]
 [1.         0.59785052 0.55141667 0.34076153 0.        ]
 [1.         0.88006141 0.65833011 0.2874512  0.        ]
 [1.         0.22590493 0.14830856 0.03937121 0.        ]
 [1.         0.85236602 0.50148756 0.40723465 0.        ]]"
7,"[[1.         0.76892448 0.61724861 0.51527338 0.        ]
 [1.         0.39771682 0.23838011 0.05334566 0.        ]
 [1.         0.5285352  0.38563152 0.36475362 0.        ]
 [1.         0.61674917 0.3341801  0.12648858 0.        ]
 [1.         0.73672717 0.2320737  0.14508724 0.        ]]"
8,"[[0.9943443  1.         0.86237488 0.43683526 0.        ]
 [1.         0.887542   0.62325018 0.48267766 0.        ]
 [1.         0.84866898 0.40467408 0.28063885 0.        ]
 [1.         0.94303373 0.92189564 0.31791479 0.        ]
 [1.         0.89604737 0.30125613 0.28698987 0.        ]]"
9,"[[1.         0.977513   0.96225176 0.0408752  0.        ]
 [1.         0.77003504 0.44415352 0.15639101 0.        ]
 [1.         0.61087761 0.58480977 0.35426211 0.        ]
 [1.         0.7189226  0.64811593 0.28453486 0.        ]
 [1.         0.69437705 0.29344774 0.19758297 0.        ]]"
10,"[[1.         0.75295868 0.42565026 0.36733191 0.        ]
 [1.         0.86798639 0.77848475 0.50767099 0.        ]
 [1.         0.71427991 0.56245841 0.35271946 0.        ]
 [1.         0.94226527 0.69797695 0.5459741  0.        ]
 [1.         0.8110785  0.55699162 0.50229756 0.        ]]"
11,"[[1.         0.26050482 0.02947039 0.0253044  0.        ]
 [1.         0.84132947 0.46733665 0.02149707 0.        ]
 [1.         0.91209784 0.73086361 0.16737103 0.        ]
 [1.         0.65268457 0.51988294 0.01991281 0.        ]
 [1.         0.64762431 0.56220161 0.12038845 0.        ]]"
12,"[[1.         0.85883142 0.52560919 0.39610941 0.        ]
 [1.         0.92992423 0.69027858 0.24001592 0.        ]
 [1.         0.95155121 0.92459808 0.48465145 0.        ]
 [1.         0.42846655 0.21011032 0.19433152 0.        ]
 [1.         0.35083402 0.17342638 0.08316947 0.        ]]"
13,"[[1.         0.99971852 0.85723013 0.01841553 0.        ]
 [1.         0.9014442  0.58029192 0.20815385 0.        ]
 [1.         0.28338311 0.08352047 0.03151623 0.        ]
 [1.         0.85843069 0.58642387 0.42710658 0.        ]
 [1.         0.90930164 0.25442884 0.05427821 0.        ]]"
14,"[[1.         0.72014742 0.21343921 0.08428812 0.        ]
 [1.         0.56960921 0.50221198 0.22074376 0.        ]
 [1.         0.44845782 0.37937952 0.15167627 0.        ]
 [1.         0.98477725 0.3631693  0.0198339  0.        ]
 [1.         0.89211374 0.38198376 0.16389621 0.        ]]"
15,"[[1.         0.83818865 0.78299901 0.41653711 0.        ]
 [1.         0.90598579 0.83137335 0.44017046 0.        ]
 [1.         0.90727628 0.31581448 0.19487144 0.        ]
 [1.         0.97608432 0.86448945 0.10554423 0.        ]
 [1.         0.60879317 0.54382724 0.29123993 0.        ]]"
