,0
1,"[[0.56931948 0.19845431 0.16110544 0.05144709 0.01967367]
 [0.39384089 0.32223615 0.13446121 0.1242544  0.02520735]
 [0.37124656 0.29150962 0.18829699 0.12575408 0.02319275]
 [0.25614313 0.20736501 0.19711846 0.19033748 0.14903591]
 [0.23146053 0.22464039 0.21701515 0.21595094 0.110933  ]]"
2,"[[0.3239199  0.29148337 0.25283664 0.1275961  0.004164  ]
 [0.26058354 0.25194258 0.24436783 0.22082146 0.0222846 ]
 [0.23795583 0.23077393 0.22310253 0.16954027 0.13862744]
 [0.30494255 0.23084433 0.22711118 0.1343625  0.10273945]
 [0.37234324 0.37197262 0.13680606 0.10998842 0.00888966]]"
3,"[[0.29518378 0.28564597 0.19374114 0.16928245 0.05614666]
 [0.29888405 0.28949528 0.21434729 0.14612908 0.0511443 ]
 [0.35824999 0.3046996  0.16768822 0.15473555 0.01462665]
 [0.30645538 0.26756129 0.22066274 0.20000558 0.00531502]
 [0.4068206  0.28715582 0.2210025  0.07525036 0.00977072]]"
4,"[[0.5727237  0.3001666  0.0937766  0.0295034  0.00382971]
 [0.24913234 0.22722366 0.1961038  0.19512379 0.13241641]
 [0.30921022 0.2584925  0.21119039 0.14273409 0.07837281]
 [0.31570724 0.29599005 0.19400894 0.12145222 0.07284155]
 [0.33379458 0.27694182 0.24917371 0.10300575 0.03708413]]"
5,"[[0.32239265 0.18857489 0.17862251 0.15657412 0.15383583]
 [0.41398496 0.19693698 0.18076034 0.10547314 0.10284459]
 [0.39882923 0.25700878 0.24574204 0.0524642  0.04595575]
 [0.28745358 0.28249782 0.21694355 0.17060401 0.04250103]
 [0.3540851  0.33697074 0.19283209 0.0841197  0.03199236]]"
6,"[[0.24643759 0.23084129 0.20749231 0.20599346 0.10923536]
 [0.31624241 0.30884973 0.18494796 0.13380295 0.05615695]
 [0.3768187  0.29391898 0.14153307 0.10843223 0.07929702]
 [0.30409997 0.22273582 0.22031953 0.20030248 0.05254219]
 [0.3259244  0.27350242 0.25914267 0.10860001 0.0328305 ]]"
7,"[[0.22073083 0.21806794 0.20966137 0.1991018  0.15243806]
 [0.45244924 0.2390487  0.12283311 0.09642694 0.08924201]
 [0.26945768 0.22994601 0.1896111  0.166257   0.14472821]
 [0.38393699 0.31497109 0.12804865 0.0973311  0.07571217]
 [0.26976476 0.23697439 0.17503611 0.17355693 0.1446678 ]]"
8,"[[0.26682475 0.32081577 0.16364139 0.12768618 0.1210319 ]
 [0.29534657 0.24417339 0.17897812 0.15791445 0.12358747]
 [0.31915157 0.27304748 0.19677395 0.19608065 0.01494635]
 [0.30392939 0.25753934 0.22999884 0.15002514 0.05850729]
 [0.3039919  0.29878247 0.17393311 0.17304755 0.05024497]]"
9,"[[0.31687562 0.28718458 0.19135422 0.14639697 0.05818861]
 [0.30096416 0.249365   0.20358061 0.18036689 0.06572335]
 [0.4458397  0.22469788 0.18548509 0.0765129  0.06746443]
 [0.38112589 0.27409233 0.21062015 0.08976491 0.04439672]
 [0.6694028  0.14169236 0.08006938 0.06438183 0.04445364]]"
10,"[[0.37976747 0.23923518 0.23312894 0.09869394 0.04917447]
 [0.31573157 0.20990939 0.17943515 0.16827214 0.12665175]
 [0.36966136 0.21620733 0.21027118 0.13414512 0.06971502]
 [0.31011124 0.25172958 0.22939725 0.1556139  0.05314803]
 [0.25402428 0.23324059 0.22181882 0.17740135 0.11351496]]"
