,0
1,"[[0.         0.0320586  0.11920292 0.35608574 1.        ]
 [0.0320586  0.35608574 1.         0.11920292 0.        ]
 [1.         0.         0.35608574 0.11920292 0.0320586 ]
 [0.         0.0320586  0.35608574 0.11920292 1.        ]
 [0.         1.         0.35608574 0.0320586  0.11920292]]"
2,"[[1.         0.35608574 0.         0.0320586  0.11920292]
 [0.         0.0320586  1.         0.35608574 0.11920292]
 [0.         1.         0.0320586  0.35608574 0.11920292]
 [0.         0.0320586  1.         0.35608574 0.11920292]
 [0.         0.0320586  0.11920292 0.35608574 1.        ]]"
3,"[[0.0320586  0.11920292 0.35608574 0.         1.        ]
 [0.11920292 0.0320586  0.         0.35608574 1.        ]
 [0.11920292 0.         1.         0.35608574 0.0320586 ]
 [0.35608574 0.11920292 0.0320586  1.         0.        ]
 [0.35608574 1.         0.11920292 0.         0.0320586 ]]"
4,"[[0.11920292 0.0320586  0.35608574 0.         1.        ]
 [0.11920292 1.         0.         0.35608574 0.0320586 ]
 [0.11920292 0.         1.         0.35608574 0.0320586 ]
 [0.         0.11920292 1.         0.35608574 0.0320586 ]
 [0.0320586  0.         0.11920292 1.         0.35608574]]"
5,"[[0.0320586  1.         0.         0.11920292 0.35608574]
 [0.11920292 0.35608574 0.0320586  1.         0.        ]
 [0.11920292 0.35608574 0.0320586  0.         1.        ]
 [0.11920292 1.         0.         0.0320586  0.35608574]
 [0.0320586  0.11920292 1.         0.         0.35608574]]"
6,"[[0.35608574 0.         0.0320586  1.         0.11920292]
 [0.         0.11920292 0.35608574 0.0320586  1.        ]
 [0.35608574 1.         0.0320586  0.11920292 0.        ]
 [0.35608574 1.         0.11920292 0.0320586  0.        ]
 [1.         0.11920292 0.0320586  0.35608574 0.        ]]"
7,"[[0.11920292 0.0320586  1.         0.35608574 0.        ]
 [0.0320586  0.11920292 0.         1.         0.35608574]
 [0.         0.0320586  0.11920292 1.         0.35608574]
 [1.         0.0320586  0.         0.11920292 0.35608574]
 [0.35608574 0.11920292 1.         0.0320586  0.        ]]"
8,"[[0.         0.35608574 0.0320586  0.11920292 1.        ]
 [0.0320586  0.35608574 0.11920292 1.         0.        ]
 [0.11920292 0.         0.0320586  1.         0.35608574]
 [0.0320586  0.35608574 0.11920292 1.         0.        ]
 [0.11920292 0.0320586  0.         1.         0.35608574]]"
9,"[[0.0320586  1.         0.         0.11920292 0.35608574]
 [0.0320586  0.         1.         0.35608574 0.11920292]
 [0.35608574 1.         0.0320586  0.         0.11920292]
 [0.35608574 0.11920292 0.         1.         0.0320586 ]
 [0.35608574 1.         0.0320586  0.         0.11920292]]"
10,"[[0.11920292 0.35608574 1.         0.         0.0320586 ]
 [0.         0.35608574 0.11920292 0.0320586  1.        ]
 [0.         0.0320586  0.35608574 0.11920292 1.        ]
 [0.11920292 0.35608574 0.0320586  1.         0.        ]
 [0.35608574 0.         0.11920292 1.         0.0320586 ]]"
11,"[[0.0320586  0.         0.11920292 0.35608574 1.        ]
 [0.         0.0320586  1.         0.11920292 0.35608574]
 [0.         0.0320586  0.11920292 0.35608574 1.        ]
 [0.         0.11920292 0.35608574 0.0320586  1.        ]
 [0.35608574 0.         0.11920292 1.         0.0320586 ]]"
12,"[[1.         0.11920292 0.35608574 0.0320586  0.        ]
 [0.11920292 1.         0.35608574 0.0320586  0.        ]
 [0.0320586  1.         0.         0.35608574 0.11920292]
 [0.         0.35608574 1.         0.0320586  0.11920292]
 [0.11920292 1.         0.0320586  0.35608574 0.        ]]"
13,"[[0.35608574 0.         1.         0.0320586  0.11920292]
 [0.0320586  0.35608574 0.         1.         0.11920292]
 [0.0320586  1.         0.         0.35608574 0.11920292]
 [0.0320586  0.11920292 0.35608574 1.         0.        ]
 [0.35608574 0.0320586  0.11920292 0.         1.        ]]"
14,"[[0.0320586  0.11920292 0.         1.         0.35608574]
 [0.35608574 0.         1.         0.11920292 0.0320586 ]
 [0.0320586  1.         0.35608574 0.11920292 0.        ]
 [0.         1.         0.11920292 0.0320586  0.35608574]
 [0.11920292 0.0320586  0.35608574 0.         1.        ]]"
15,"[[0.0320586  0.         0.11920292 1.         0.35608574]
 [1.         0.11920292 0.35608574 0.0320586  0.        ]
 [0.11920292 1.         0.         0.35608574 0.0320586 ]
 [0.35608574 0.0320586  0.         1.         0.11920292]
 [1.         0.         0.35608574 0.11920292 0.0320586 ]]"
16,"[[0.0320586  1.         0.35608574 0.11920292 0.        ]
 [0.0320586  0.11920292 0.         0.35608574 1.        ]
 [1.         0.         0.0320586  0.11920292 0.35608574]
 [0.35608574 0.0320586  1.         0.         0.11920292]
 [0.35608574 0.0320586  1.         0.         0.11920292]]"
17,"[[0.11920292 1.         0.         0.35608574 0.0320586 ]
 [0.35608574 1.         0.0320586  0.11920292 0.        ]
 [0.0320586  0.         0.35608574 1.         0.11920292]
 [1.         0.35608574 0.11920292 0.         0.0320586 ]
 [0.0320586  0.35608574 0.         0.11920292 1.        ]]"
18,"[[1.         0.11920292 0.         0.0320586  0.35608574]
 [0.         0.35608574 0.11920292 1.         0.0320586 ]
 [0.         1.         0.35608574 0.0320586  0.11920292]
 [0.35608574 1.         0.         0.11920292 0.0320586 ]
 [0.11920292 0.0320586  0.35608574 1.         0.        ]]"
19,"[[0.35608574 0.         1.         0.0320586  0.11920292]
 [1.         0.         0.11920292 0.35608574 0.0320586 ]
 [0.35608574 0.0320586  1.         0.         0.11920292]
 [1.         0.         0.11920292 0.0320586  0.35608574]
 [0.35608574 0.0320586  1.         0.         0.11920292]]"
20,"[[0.0320586  0.11920292 0.         1.         0.35608574]
 [0.         0.35608574 1.         0.0320586  0.11920292]
 [0.         0.11920292 0.0320586  1.         0.35608574]
 [0.         0.35608574 1.         0.0320586  0.11920292]
 [0.11920292 0.         0.35608574 0.0320586  1.        ]]"
