,0
1,"[[0.88079708 0.64391426 1.         0.         0.9679414 ]
 [0.9679414  0.88079708 0.         1.         0.64391426]
 [0.9679414  0.         1.         0.64391426 0.88079708]
 [1.         0.         0.64391426 0.9679414  0.88079708]
 [0.         1.         0.9679414  0.64391426 0.88079708]]"
2,"[[0.64391426 0.88079708 1.         0.         0.9679414 ]
 [0.88079708 0.64391426 0.9679414  0.         1.        ]
 [0.         1.         0.64391426 0.9679414  0.88079708]
 [0.9679414  0.         0.64391426 0.88079708 1.        ]
 [0.9679414  0.         0.88079708 0.64391426 1.        ]]"
3,"[[0.88079708 1.         0.         0.64391426 0.9679414 ]
 [0.64391426 0.88079708 0.         0.9679414  1.        ]
 [0.9679414  0.64391426 1.         0.88079708 0.        ]
 [1.         0.9679414  0.64391426 0.         0.88079708]
 [0.9679414  0.         1.         0.88079708 0.64391426]]"
4,"[[0.9679414  0.64391426 1.         0.88079708 0.        ]
 [0.64391426 1.         0.         0.9679414  0.88079708]
 [0.9679414  0.         0.64391426 0.88079708 1.        ]
 [1.         0.9679414  0.         0.88079708 0.64391426]
 [0.9679414  0.88079708 0.64391426 0.         1.        ]]"
5,"[[0.9679414  0.64391426 0.         1.         0.88079708]
 [0.9679414  0.         0.64391426 0.88079708 1.        ]
 [0.         0.64391426 0.9679414  0.88079708 1.        ]
 [0.88079708 0.         1.         0.9679414  0.64391426]
 [1.         0.88079708 0.9679414  0.64391426 0.        ]]"
6,"[[0.88079708 0.9679414  1.         0.64391426 0.        ]
 [0.88079708 0.9679414  0.         0.64391426 1.        ]
 [0.64391426 0.         0.9679414  1.         0.88079708]
 [0.         1.         0.9679414  0.64391426 0.88079708]
 [0.64391426 0.88079708 0.9679414  1.         0.        ]]"
7,"[[0.9679414  0.88079708 0.64391426 1.         0.        ]
 [0.9679414  0.64391426 0.88079708 0.         1.        ]
 [0.64391426 0.88079708 0.         0.9679414  1.        ]
 [0.         1.         0.9679414  0.64391426 0.88079708]
 [0.64391426 1.         0.9679414  0.88079708 0.        ]]"
8,"[[0.88079708 0.9679414  1.         0.64391426 0.        ]
 [0.9679414  1.         0.88079708 0.64391426 0.        ]
 [0.88079708 0.64391426 0.         1.         0.9679414 ]
 [1.         0.         0.9679414  0.88079708 0.64391426]
 [0.88079708 1.         0.64391426 0.9679414  0.        ]]"
9,"[[0.88079708 1.         0.         0.9679414  0.64391426]
 [0.88079708 0.9679414  0.64391426 0.         1.        ]
 [1.         0.88079708 0.         0.64391426 0.9679414 ]
 [0.64391426 1.         0.9679414  0.         0.88079708]
 [0.64391426 0.         0.9679414  1.         0.88079708]]"
10,"[[0.64391426 0.88079708 0.9679414  1.         0.        ]
 [1.         0.64391426 0.88079708 0.9679414  0.        ]
 [0.64391426 0.         0.9679414  1.         0.88079708]
 [1.         0.         0.64391426 0.88079708 0.9679414 ]
 [0.64391426 0.         0.88079708 1.         0.9679414 ]]"
11,"[[0.         0.64391426 0.9679414  0.88079708 1.        ]
 [0.         1.         0.9679414  0.64391426 0.88079708]
 [1.         0.9679414  0.         0.64391426 0.88079708]
 [0.         0.88079708 1.         0.64391426 0.9679414 ]
 [1.         0.9679414  0.88079708 0.64391426 0.        ]]"
12,"[[0.9679414  1.         0.88079708 0.         0.64391426]
 [0.9679414  1.         0.64391426 0.88079708 0.        ]
 [0.9679414  0.64391426 1.         0.88079708 0.        ]
 [0.88079708 1.         0.64391426 0.9679414  0.        ]
 [0.         1.         0.9679414  0.64391426 0.88079708]]"
13,"[[0.9679414  1.         0.88079708 0.64391426 0.        ]
 [1.         0.88079708 0.         0.9679414  0.64391426]
 [0.64391426 0.9679414  1.         0.         0.88079708]
 [1.         0.64391426 0.88079708 0.         0.9679414 ]
 [1.         0.         0.64391426 0.88079708 0.9679414 ]]"
14,"[[0.9679414  0.         0.88079708 0.64391426 1.        ]
 [0.9679414  0.         0.88079708 1.         0.64391426]
 [0.64391426 0.         0.88079708 1.         0.9679414 ]
 [0.9679414  0.64391426 0.         1.         0.88079708]
 [0.88079708 0.9679414  0.         1.         0.64391426]]"
15,"[[0.64391426 0.         1.         0.9679414  0.88079708]
 [0.         0.64391426 0.88079708 1.         0.9679414 ]
 [0.9679414  0.88079708 0.64391426 1.         0.        ]
 [0.         0.64391426 0.9679414  1.         0.88079708]
 [0.64391426 0.88079708 1.         0.         0.9679414 ]]"
