,0
1,"[[0.32624249 0.07978422 0.01393342 0.47718707 0.1028528 ]
 [0.2776015  0.2485104  0.19054694 0.2262157  0.05712546]
 [0.2565518  0.10092425 0.21969396 0.20314832 0.21968166]
 [0.02391577 0.14479924 0.29883034 0.18595656 0.34649809]
 [0.29611129 0.15642184 0.32390091 0.10478604 0.11877992]]"
2,"[[0.09393511 0.38246991 0.17759124 0.05189243 0.29411131]
 [0.01272924 0.24213519 0.2461599  0.18104173 0.31793395]
 [0.28248421 0.20944442 0.13626617 0.17999271 0.19181249]
 [0.23202384 0.24072373 0.25689347 0.16610765 0.10425131]
 [0.27132019 0.19345501 0.15840568 0.2609541  0.11586503]]"
3,"[[0.41146429 0.03698858 0.15310186 0.26369084 0.13475444]
 [0.26359273 0.47502552 0.06304606 0.15016334 0.04817236]
 [0.29931056 0.31654138 0.24423074 0.0197558  0.12016152]
 [0.05141721 0.25400177 0.29389424 0.11461363 0.28607315]
 [0.04443525 0.28172716 0.19404061 0.20793657 0.27186042]]"
4,"[[0.10056279 0.18210328 0.18668969 0.22248537 0.30815887]
 [0.26837309 0.23513162 0.03194662 0.26434935 0.20019932]
 [0.13767105 0.33549629 0.3923569  0.12011609 0.01435967]
 [0.22024711 0.19716818 0.11408332 0.26935892 0.19914246]
 [0.12688356 0.3266699  0.14098249 0.14093617 0.26452788]]"
5,"[[0.28824741 0.22190634 0.19433865 0.22234892 0.07315868]
 [0.37205382 0.14685132 0.03373247 0.20710765 0.24025474]
 [0.0220301  0.26057187 0.33109603 0.36769415 0.01860786]
 [0.0895777  0.25532194 0.28449539 0.15307359 0.21753137]
 [0.20014203 0.43967723 0.03081618 0.25803373 0.07133083]]"
6,"[[0.26316332 0.25663856 0.01535598 0.03541143 0.42943071]
 [0.32051359 0.3167662  0.0851536  0.05916183 0.21840478]
 [0.33392054 0.11849603 0.20500775 0.09649051 0.24608516]
 [0.1396707  0.16066586 0.3171746  0.04271196 0.33977688]
 [0.24459254 0.27016784 0.17049344 0.12884958 0.1858966 ]]"
7,"[[0.22596977 0.34641902 0.3397191  0.0618479  0.02604421]
 [0.2226845  0.16510117 0.16870812 0.2605589  0.18294731]
 [0.02318155 0.34978466 0.19966795 0.1209196  0.30644624]
 [0.11396367 0.30423134 0.31852196 0.18311852 0.08016451]
 [0.02449327 0.27820401 0.24747945 0.28381511 0.16600816]]"
8,"[[0.06340023 0.43401462 0.14793508 0.05339589 0.30125418]
 [0.31223719 0.07438656 0.15931841 0.3937605  0.06029733]
 [0.1865503  0.28605202 0.19876975 0.0641975  0.26443041]
 [0.03902005 0.24832387 0.3458461  0.17647332 0.19033666]
 [0.19653704 0.19905473 0.28551031 0.20212155 0.11677636]]"
9,"[[0.24864132 0.25506098 0.18832288 0.01593677 0.29203804]
 [0.08005255 0.34713071 0.19854494 0.0651113  0.30916051]
 [0.1807017  0.28782459 0.11479683 0.25820797 0.15846892]
 [0.24855974 0.04049338 0.2963103  0.25486302 0.15977356]
 [0.14753591 0.04832624 0.22735532 0.23545626 0.34132626]]"
10,"[[2.74186883e-02 8.73159770e-02 1.31082303e-01 2.88416274e-01
  4.65766758e-01]
 [3.00173795e-01 1.50723255e-01 7.89242355e-02 2.29781763e-01
  2.40396951e-01]
 [3.82868092e-01 7.23174462e-02 6.20294823e-02 3.89243733e-01
  9.35412464e-02]
 [2.73920132e-01 3.61285229e-01 1.46602416e-01 4.34809929e-02
  1.74711231e-01]
 [6.22294371e-01 5.07369043e-04 1.30267056e-01 1.60707743e-01
  8.62234622e-02]]"
11,"[[0.07000416 0.19112684 0.09104309 0.41182568 0.23600023]
 [0.1182075  0.31945316 0.08019752 0.25346544 0.22867638]
 [0.39139834 0.07397826 0.26239267 0.2396361  0.03259462]
 [0.22991495 0.23796799 0.1757554  0.20892736 0.1474343 ]
 [0.22779818 0.35873712 0.20879636 0.01839264 0.1862757 ]]"
12,"[[0.11226001 0.06787655 0.34622757 0.42868786 0.04494801]
 [0.17162768 0.19379991 0.10878543 0.16257912 0.36320786]
 [0.03892803 0.30150644 0.15337485 0.31130254 0.19488814]
 [0.33385231 0.0497738  0.27792418 0.21512724 0.12332246]
 [0.16844245 0.07668285 0.21990409 0.32432106 0.21064954]]"
13,"[[0.41960616 0.34134543 0.04922399 0.1076569  0.08216751]
 [0.07768568 0.30756917 0.22520336 0.14500697 0.24453482]
 [0.31822327 0.1541179  0.12531307 0.24536759 0.15697816]
 [0.29324507 0.21094575 0.05017242 0.38480397 0.06083279]
 [0.08901289 0.35171343 0.1178503  0.10112606 0.34029732]]"
14,"[[0.26789546 0.14903713 0.22605017 0.13402934 0.2229879 ]
 [0.09163942 0.32615228 0.06183346 0.32349064 0.19688419]
 [0.16529267 0.26357899 0.02391937 0.27972642 0.26748255]
 [0.10103504 0.19029054 0.21338368 0.23020602 0.26508472]
 [0.34591164 0.07639462 0.0386882  0.22836179 0.31064376]]"
