,0
1,"[[0.99785599 0.         0.86495488 0.98201379 1.        ]
 [0.86495488 0.         1.         0.99785599 0.98201379]
 [0.98201379 0.         0.99785599 0.86495488 1.        ]
 [0.99785599 0.86495488 0.98201379 1.         0.        ]
 [1.         0.86495488 0.         0.98201379 0.99785599]]"
2,"[[1.         0.86495488 0.99785599 0.98201379 0.        ]
 [1.         0.99785599 0.98201379 0.86495488 0.        ]
 [0.99785599 0.98201379 0.86495488 1.         0.        ]
 [0.99785599 0.         0.98201379 0.86495488 1.        ]
 [0.         0.86495488 0.99785599 0.98201379 1.        ]]"
3,"[[0.86495488 0.99785599 0.98201379 1.         0.        ]
 [0.98201379 0.         1.         0.99785599 0.86495488]
 [0.         0.99785599 1.         0.98201379 0.86495488]
 [0.99785599 0.         1.         0.86495488 0.98201379]
 [0.         0.99785599 0.98201379 0.86495488 1.        ]]"
4,"[[1.         0.86495488 0.99785599 0.         0.98201379]
 [0.98201379 0.86495488 0.         0.99785599 1.        ]
 [0.99785599 1.         0.         0.98201379 0.86495488]
 [0.98201379 0.86495488 0.         0.99785599 1.        ]
 [0.99785599 0.86495488 0.98201379 0.         1.        ]]"
5,"[[0.         0.99785599 0.98201379 0.86495488 1.        ]
 [0.         0.99785599 0.98201379 1.         0.86495488]
 [0.         0.86495488 0.99785599 1.         0.98201379]
 [1.         0.86495488 0.         0.98201379 0.99785599]
 [0.86495488 0.         1.         0.98201379 0.99785599]]"
6,"[[0.         0.86495488 0.99785599 1.         0.98201379]
 [0.         0.99785599 0.86495488 0.98201379 1.        ]
 [0.98201379 1.         0.         0.86495488 0.99785599]
 [0.99785599 0.86495488 1.         0.         0.98201379]
 [0.98201379 0.86495488 0.99785599 1.         0.        ]]"
7,"[[0.86495488 0.99785599 1.         0.98201379 0.        ]
 [0.86495488 0.         0.98201379 0.99785599 1.        ]
 [0.86495488 0.         1.         0.99785599 0.98201379]
 [0.99785599 0.         0.98201379 0.86495488 1.        ]
 [0.86495488 0.         0.99785599 1.         0.98201379]]"
8,"[[0.99785599 0.98201379 0.86495488 1.         0.        ]
 [0.         0.98201379 0.86495488 0.99785599 1.        ]
 [0.99785599 0.86495488 0.98201379 1.         0.        ]
 [0.98201379 0.99785599 0.         0.86495488 1.        ]
 [0.         1.         0.98201379 0.99785599 0.86495488]]"
9,"[[1.         0.99785599 0.86495488 0.98201379 0.        ]
 [0.99785599 1.         0.         0.98201379 0.86495488]
 [1.         0.86495488 0.98201379 0.         0.99785599]
 [0.         1.         0.98201379 0.86495488 0.99785599]
 [0.99785599 0.86495488 0.98201379 1.         0.        ]]"
10,"[[0.98201379 1.         0.86495488 0.99785599 0.        ]
 [1.         0.         0.86495488 0.98201379 0.99785599]
 [0.         0.99785599 0.98201379 0.86495488 1.        ]
 [0.86495488 0.98201379 1.         0.99785599 0.        ]
 [0.86495488 1.         0.         0.99785599 0.98201379]]"
