,0
1,"[[0.10153632 0.54494577 1.         0.26894142 0.        ]
 [1.         0.10153632 0.         0.26894142 0.54494577]
 [0.10153632 0.         1.         0.26894142 0.54494577]
 [1.         0.10153632 0.54494577 0.26894142 0.        ]
 [0.         0.10153632 0.26894142 0.54494577 1.        ]]"
2,"[[0.         0.26894142 1.         0.10153632 0.54494577]
 [0.54494577 0.10153632 0.26894142 0.         1.        ]
 [1.         0.26894142 0.54494577 0.         0.10153632]
 [0.54494577 1.         0.26894142 0.10153632 0.        ]
 [1.         0.10153632 0.         0.54494577 0.26894142]]"
3,"[[1.         0.54494577 0.26894142 0.10153632 0.        ]
 [0.54494577 1.         0.26894142 0.         0.10153632]
 [1.         0.26894142 0.         0.54494577 0.10153632]
 [0.26894142 0.10153632 0.54494577 1.         0.        ]
 [0.10153632 0.26894142 0.         0.54494577 1.        ]]"
4,"[[0.54494577 0.10153632 0.26894142 1.         0.        ]
 [0.10153632 0.         1.         0.26894142 0.54494577]
 [0.10153632 0.         0.26894142 1.         0.54494577]
 [0.10153632 1.         0.         0.26894142 0.54494577]
 [0.54494577 0.         0.26894142 1.         0.10153632]]"
5,"[[0.54494577 1.         0.26894142 0.10153632 0.        ]
 [0.         1.         0.54494577 0.10153632 0.26894142]
 [0.26894142 1.         0.10153632 0.         0.54494577]
 [0.         1.         0.26894142 0.10153632 0.54494577]
 [0.         0.26894142 0.54494577 0.10153632 1.        ]]"
6,"[[0.10153632 0.54494577 1.         0.         0.26894142]
 [1.         0.54494577 0.         0.10153632 0.26894142]
 [0.         0.26894142 0.10153632 0.54494577 1.        ]
 [0.54494577 0.26894142 0.         0.10153632 1.        ]
 [0.10153632 0.54494577 1.         0.26894142 0.        ]]"
7,"[[0.10153632 0.         0.26894142 1.         0.54494577]
 [0.26894142 0.         0.10153632 1.         0.54494577]
 [0.26894142 0.10153632 0.         0.54494577 1.        ]
 [0.26894142 0.54494577 0.10153632 0.         1.        ]
 [0.54494577 1.         0.26894142 0.         0.10153632]]"
8,"[[0.54494577 0.26894142 0.         0.10153632 1.        ]
 [0.54494577 0.         0.10153632 1.         0.26894142]
 [0.10153632 1.         0.54494577 0.26894142 0.        ]
 [0.26894142 0.54494577 1.         0.10153632 0.        ]
 [0.         0.54494577 0.10153632 0.26894142 1.        ]]"
9,"[[0.         0.10153632 0.54494577 0.26894142 1.        ]
 [0.26894142 1.         0.         0.54494577 0.10153632]
 [0.54494577 0.10153632 0.26894142 0.         1.        ]
 [0.54494577 0.26894142 0.         0.10153632 1.        ]
 [1.         0.26894142 0.10153632 0.         0.54494577]]"
10,"[[0.         0.26894142 0.54494577 1.         0.10153632]
 [1.         0.54494577 0.10153632 0.26894142 0.        ]
 [0.         1.         0.10153632 0.54494577 0.26894142]
 [0.26894142 1.         0.10153632 0.         0.54494577]
 [0.10153632 1.         0.26894142 0.54494577 0.        ]]"
