,0
1,"[[0.16116151 0.34320787 0.12414943 0.09788797 0.27359322]
 [0.19890755 0.19823108 0.05216833 0.17782725 0.3728658 ]
 [0.21116565 0.24674646 0.29217646 0.03221164 0.2176998 ]
 [0.19758729 0.20294125 0.25016747 0.10073605 0.24856794]
 [0.10767445 0.35820118 0.19847334 0.08105073 0.2546003 ]]"
2,"[[0.17545591 0.05648752 0.29563829 0.35708632 0.11533197]
 [0.24605781 0.05268771 0.23202216 0.3493929  0.11983943]
 [0.37145879 0.12415303 0.21165858 0.1955759  0.0971537 ]
 [0.23019935 0.15545805 0.15770995 0.31761556 0.13901709]
 [0.16868211 0.24349897 0.26109823 0.19386345 0.13285723]]"
3,"[[0.22442282 0.19964851 0.15038504 0.19467112 0.23087251]
 [0.20185898 0.21856794 0.23006445 0.19016494 0.15934369]
 [0.15806452 0.27340303 0.24445171 0.1049576  0.21912313]
 [0.18669218 0.19802714 0.27301521 0.10164279 0.24062268]
 [0.23369922 0.18921371 0.16717653 0.18445535 0.2254552 ]]"
4,"[[0.2503401  0.27252563 0.16986077 0.16526833 0.14200517]
 [0.15296468 0.21797466 0.31892333 0.13823274 0.17190458]
 [0.17262655 0.29020575 0.25460312 0.15108645 0.13147812]
 [0.25978241 0.3078508  0.24767172 0.11022739 0.07446769]
 [0.17206989 0.33054569 0.17365916 0.22731242 0.09641284]]"
5,"[[0.04645412 0.13020699 0.30493878 0.24573311 0.27266699]
 [0.1327254  0.11234178 0.27077879 0.25851315 0.22564089]
 [0.10435209 0.10124104 0.22285255 0.24611612 0.32543821]
 [0.08619925 0.07064943 0.29597316 0.25751739 0.28966077]
 [0.04802492 0.19282504 0.35585456 0.177492   0.22580348]]"
6,"[[0.25547861 0.1350918  0.14892365 0.22558762 0.23491832]
 [0.21254777 0.22123665 0.17601059 0.28160775 0.10859724]
 [0.21697407 0.24829926 0.13656683 0.278477   0.11968283]
 [0.20775515 0.23705222 0.12802659 0.31049439 0.11667165]
 [0.22072472 0.23524638 0.16216318 0.25743533 0.12443038]]"
7,"[[0.06699193 0.2580641  0.07041945 0.38015752 0.22436701]
 [0.22937325 0.08959466 0.2013681  0.27833612 0.20132788]
 [0.20619262 0.24959432 0.12188717 0.28621952 0.13610637]
 [0.15967193 0.07013995 0.16477389 0.42559811 0.17981612]
 [0.12757674 0.05502141 0.20684492 0.3645003  0.24605663]]"
8,"[[0.25612391 0.18158099 0.19560938 0.16682808 0.19985764]
 [0.2972021  0.14330317 0.22931708 0.17020546 0.15997219]
 [0.289823   0.15189946 0.18645124 0.14241328 0.22941301]
 [0.23580983 0.07019407 0.31032553 0.13454511 0.24912545]
 [0.20131777 0.16685822 0.32624919 0.16023072 0.14534409]]"
9,"[[0.29622914 0.15595732 0.1406949  0.12388089 0.28323775]
 [0.24129255 0.18404168 0.2837595  0.04501833 0.24588794]
 [0.24005049 0.244356   0.09179979 0.18601313 0.23778058]
 [0.32301958 0.20647236 0.19061454 0.15653027 0.12336326]
 [0.33542584 0.12525746 0.19431642 0.03700579 0.30799449]]"
10,"[[0.07106604 0.15320703 0.48319475 0.07738063 0.21515156]
 [0.21862583 0.13361559 0.18461472 0.15845563 0.30468823]
 [0.2003692  0.19758345 0.28682401 0.08719918 0.22802416]
 [0.17244737 0.06170748 0.22137457 0.20928115 0.33518944]
 [0.15901509 0.11042743 0.31763766 0.08640806 0.32651177]]"
11,"[[0.18456777 0.30483286 0.30357564 0.08043131 0.12659241]
 [0.15315582 0.28528638 0.27833029 0.1638964  0.1193311 ]
 [0.24548219 0.25853181 0.2690753  0.09797785 0.12893286]
 [0.24538879 0.24730378 0.28427532 0.11333156 0.10970054]
 [0.238489   0.2820612  0.20775165 0.07009758 0.20160057]]"
12,"[[0.18794101 0.3160463  0.19127055 0.20834876 0.09639339]
 [0.31453773 0.21662225 0.14126889 0.18501215 0.14255898]
 [0.24517691 0.19573186 0.21169898 0.14777681 0.19961544]
 [0.27339977 0.2819975  0.11429478 0.21125254 0.11905541]
 [0.23860237 0.21072873 0.23793709 0.24997784 0.06275397]]"
13,"[[0.06882278 0.19640625 0.29119882 0.28344108 0.16013107]
 [0.20249368 0.18118383 0.21979693 0.25077784 0.14574772]
 [0.16389751 0.10322422 0.34507891 0.19054664 0.19725272]
 [0.14228224 0.14959665 0.27954188 0.29171633 0.1368629 ]
 [0.08355501 0.17848678 0.26473632 0.28378236 0.18943954]]"
14,"[[0.09051091 0.21133578 0.21846805 0.20065257 0.27903268]
 [0.15859025 0.30212323 0.16668025 0.0643421  0.30826417]
 [0.10890202 0.30144081 0.17156864 0.11165757 0.30643095]
 [0.08654395 0.23781234 0.27831587 0.17359922 0.22372862]
 [0.17316059 0.32231573 0.25765198 0.0569468  0.1899249 ]]"
15,"[[0.08177276 0.35779018 0.12630992 0.21748884 0.21663831]
 [0.05033148 0.19516873 0.22034602 0.12608054 0.40807322]
 [0.23684094 0.12469007 0.07013109 0.26379631 0.30454159]
 [0.12731017 0.33950878 0.0262179  0.13215907 0.37480409]
 [0.24338048 0.19394695 0.19884389 0.0869221  0.27690659]]"
16,"[[0.08957696 0.25864225 0.24060821 0.08581    0.32536258]
 [0.2048678  0.14438704 0.10691734 0.14188347 0.40194435]
 [0.16902792 0.25373499 0.24280145 0.1379598  0.19647584]
 [0.26196219 0.11836839 0.05147378 0.28722423 0.2809714 ]
 [0.2039521  0.21521472 0.06609476 0.17502794 0.33971048]]"
