,0
1,"[[ 0.66341713 -0.          0.07908126  0.23623338  0.02126823]
 [-0.          0.23623338  0.66341713  0.02126823  0.07908126]
 [ 0.66341713  0.07908126  0.23623338  0.02126823 -0.        ]
 [ 0.23623338  0.66341713  0.07908126  0.02126823 -0.        ]
 [ 0.66341713  0.07908126  0.23623338 -0.          0.02126823]]"
2,"[[ 0.23623338 -0.          0.66341713  0.07908126  0.02126823]
 [ 0.23623338 -0.          0.07908126  0.66341713  0.02126823]
 [ 0.66341713  0.07908126 -0.          0.23623338  0.02126823]
 [ 0.23623338  0.07908126 -0.          0.02126823  0.66341713]
 [-0.          0.66341713  0.23623338  0.02126823  0.07908126]]"
3,"[[-0.          0.66341713  0.02126823  0.07908126  0.23623338]
 [-0.          0.23623338  0.07908126  0.66341713  0.02126823]
 [-0.          0.23623338  0.02126823  0.66341713  0.07908126]
 [-0.          0.23623338  0.07908126  0.02126823  0.66341713]
 [ 0.66341713 -0.          0.02126823  0.07908126  0.23623338]]"
4,"[[ 0.07908126  0.23623338  0.02126823  0.66341713 -0.        ]
 [ 0.07908126  0.23623338  0.02126823  0.66341713 -0.        ]
 [ 0.23623338  0.02126823  0.66341713 -0.          0.07908126]
 [ 0.02126823  0.66341713  0.07908126  0.23623338 -0.        ]
 [ 0.02126823 -0.          0.66341713  0.23623338  0.07908126]]"
5,"[[ 0.23623338 -0.          0.07908126  0.66341713  0.02126823]
 [-0.          0.23623338  0.66341713  0.02126823  0.07908126]
 [ 0.07908126  0.66341713  0.02126823 -0.          0.23623338]
 [ 0.02126823 -0.          0.23623338  0.07908126  0.66341713]
 [ 0.23623338 -0.          0.07908126  0.02126823  0.66341713]]"
6,"[[ 0.66341713 -0.          0.02126823  0.23623338  0.07908126]
 [ 0.66341713  0.23623338 -0.          0.02126823  0.07908126]
 [-0.          0.23623338  0.07908126  0.66341713  0.02126823]
 [-0.          0.66341713  0.02126823  0.07908126  0.23623338]
 [ 0.66341713 -0.          0.02126823  0.07908126  0.23623338]]"
7,"[[ 0.23623338  0.02126823  0.66341713 -0.          0.07908126]
 [ 0.66341713  0.07908126 -0.          0.02126823  0.23623338]
 [ 0.07908126  0.23623338  0.66341713  0.02126823 -0.        ]
 [ 0.66341713 -0.          0.07908126  0.23623338  0.02126823]
 [ 0.07908126  0.02126823 -0.          0.66341713  0.23623338]]"
8,"[[-0.          0.23623338  0.66341713  0.07908126  0.02126823]
 [ 0.02126823  0.07908126 -0.          0.66341713  0.23623338]
 [ 0.23623338 -0.          0.66341713  0.02126823  0.07908126]
 [ 0.07908126  0.66341713 -0.          0.23623338  0.02126823]
 [ 0.02126823  0.07908126  0.23623338  0.66341713 -0.        ]]"
9,"[[ 0.66341713  0.07908126 -0.          0.23623338  0.02126823]
 [ 0.07908126 -0.          0.66341713  0.02126823  0.23623338]
 [-0.          0.07908126  0.66341713  0.02126823  0.23623338]
 [ 0.07908126  0.23623338  0.66341713  0.02126823 -0.        ]
 [ 0.07908126  0.66341713 -0.          0.02126823  0.23623338]]"
10,"[[ 0.66341713 -0.          0.07908126  0.23623338  0.02126823]
 [ 0.23623338  0.02126823 -0.          0.66341713  0.07908126]
 [ 0.66341713  0.02126823 -0.          0.23623338  0.07908126]
 [ 0.07908126 -0.          0.66341713  0.23623338  0.02126823]
 [ 0.66341713  0.23623338  0.07908126 -0.          0.02126823]]"
