,0
1,"[[ 0.28450406  0.05300986  0.14040833 -0.          0.52207775]
 [ 0.28450406  0.05300986  0.14040833 -0.          0.52207775]
 [ 0.28450406  0.14040833  0.52207775  0.05300986 -0.        ]
 [ 0.52207775  0.05300986 -0.          0.28450406  0.14040833]
 [-0.          0.14040833  0.05300986  0.28450406  0.52207775]]"
2,"[[ 0.14040833  0.28450406 -0.          0.05300986  0.52207775]
 [ 0.52207775  0.28450406  0.05300986  0.14040833 -0.        ]
 [ 0.05300986  0.14040833  0.28450406 -0.          0.52207775]
 [ 0.28450406  0.05300986  0.14040833  0.52207775 -0.        ]
 [ 0.52207775  0.28450406  0.14040833 -0.          0.05300986]]"
3,"[[-0.          0.14040833  0.52207775  0.28450406  0.05300986]
 [ 0.05300986 -0.          0.52207775  0.14040833  0.28450406]
 [-0.          0.14040833  0.52207775  0.28450406  0.05300986]
 [-0.          0.05300986  0.52207775  0.28450406  0.14040833]
 [ 0.28450406  0.14040833  0.05300986 -0.          0.52207775]]"
4,"[[ 0.28450406  0.14040833 -0.          0.52207775  0.05300986]
 [ 0.05300986  0.14040833  0.52207775  0.28450406 -0.        ]
 [ 0.28450406  0.52207775 -0.          0.14040833  0.05300986]
 [ 0.28450406 -0.          0.52207775  0.05300986  0.14040833]
 [-0.          0.14040833  0.28450406  0.52207775  0.05300986]]"
5,"[[ 0.52207775  0.28450406 -0.          0.14040833  0.05300986]
 [-0.          0.52207775  0.14040833  0.05300986  0.28450406]
 [ 0.28450406  0.05300986  0.52207775  0.14040833 -0.        ]
 [ 0.14040833 -0.          0.28450406  0.05300986  0.52207775]
 [ 0.14040833  0.52207775  0.05300986  0.28450406 -0.        ]]"
6,"[[ 0.52207775 -0.          0.14040833  0.05300986  0.28450406]
 [-0.          0.05300986  0.28450406  0.14040833  0.52207775]
 [-0.          0.28450406  0.05300986  0.14040833  0.52207775]
 [-0.          0.52207775  0.14040833  0.05300986  0.28450406]
 [ 0.05300986  0.14040833  0.52207775  0.28450406 -0.        ]]"
7,"[[ 0.52207775 -0.          0.14040833  0.05300986  0.28450406]
 [ 0.14040833  0.52207775  0.28450406  0.05300986 -0.        ]
 [ 0.28450406  0.14040833  0.52207775  0.05300986 -0.        ]
 [-0.          0.05300986  0.14040833  0.52207775  0.28450406]
 [ 0.14040833  0.28450406  0.05300986  0.52207775 -0.        ]]"
8,"[[ 0.52207775 -0.          0.28450406  0.05300986  0.14040833]
 [ 0.52207775 -0.          0.14040833  0.05300986  0.28450406]
 [ 0.14040833  0.52207775  0.28450406  0.05300986 -0.        ]
 [ 0.14040833  0.28450406  0.52207775 -0.          0.05300986]
 [ 0.52207775  0.14040833  0.05300986 -0.          0.28450406]]"
9,"[[ 0.28450406  0.14040833  0.05300986  0.52207775 -0.        ]
 [ 0.05300986  0.52207775  0.14040833  0.28450406 -0.        ]
 [ 0.52207775  0.28450406  0.05300986  0.14040833 -0.        ]
 [ 0.05300986  0.52207775 -0.          0.14040833  0.28450406]
 [ 0.52207775  0.05300986  0.28450406 -0.          0.14040833]]"
10,"[[-0.          0.52207775  0.28450406  0.05300986  0.14040833]
 [ 0.52207775  0.05300986  0.14040833  0.28450406 -0.        ]
 [ 0.28450406 -0.          0.14040833  0.52207775  0.05300986]
 [ 0.28450406  0.14040833  0.52207775  0.05300986 -0.        ]
 [ 0.05300986  0.52207775  0.14040833 -0.          0.28450406]]"
11,"[[ 0.14040833  0.05300986 -0.          0.52207775  0.28450406]
 [ 0.05300986  0.52207775  0.14040833 -0.          0.28450406]
 [ 0.28450406  0.14040833  0.52207775  0.05300986 -0.        ]
 [-0.          0.05300986  0.28450406  0.52207775  0.14040833]
 [ 0.05300986  0.52207775 -0.          0.28450406  0.14040833]]"
12,"[[ 0.05300986  0.14040833  0.28450406 -0.          0.52207775]
 [ 0.28450406  0.52207775  0.05300986 -0.          0.14040833]
 [-0.          0.28450406  0.05300986  0.52207775  0.14040833]
 [ 0.28450406  0.14040833 -0.          0.05300986  0.52207775]
 [ 0.14040833  0.52207775  0.28450406  0.05300986 -0.        ]]"
13,"[[ 0.05300986 -0.          0.52207775  0.28450406  0.14040833]
 [-0.          0.28450406  0.05300986  0.52207775  0.14040833]
 [ 0.14040833  0.52207775  0.05300986  0.28450406 -0.        ]
 [-0.          0.52207775  0.14040833  0.28450406  0.05300986]
 [ 0.05300986  0.14040833  0.28450406  0.52207775 -0.        ]]"
14,"[[ 0.28450406  0.14040833 -0.          0.05300986  0.52207775]
 [ 0.14040833  0.05300986 -0.          0.52207775  0.28450406]
 [ 0.28450406 -0.          0.14040833  0.05300986  0.52207775]
 [ 0.14040833  0.05300986  0.28450406  0.52207775 -0.        ]
 [ 0.05300986  0.14040833  0.28450406  0.52207775 -0.        ]]"
15,"[[-0.          0.05300986  0.14040833  0.52207775  0.28450406]
 [ 0.28450406  0.14040833  0.05300986 -0.          0.52207775]
 [ 0.14040833  0.28450406  0.52207775  0.05300986 -0.        ]
 [ 0.14040833  0.52207775 -0.          0.05300986  0.28450406]
 [ 0.52207775  0.14040833  0.05300986  0.28450406 -0.        ]]"
16,"[[ 0.14040833  0.52207775  0.05300986 -0.          0.28450406]
 [-0.          0.14040833  0.28450406  0.52207775  0.05300986]
 [ 0.05300986  0.14040833 -0.          0.28450406  0.52207775]
 [ 0.14040833  0.05300986  0.52207775 -0.          0.28450406]
 [ 0.05300986  0.14040833 -0.          0.28450406  0.52207775]]"
17,"[[ 0.28450406  0.14040833 -0.          0.05300986  0.52207775]
 [ 0.52207775 -0.          0.14040833  0.28450406  0.05300986]
 [-0.          0.28450406  0.05300986  0.14040833  0.52207775]
 [-0.          0.28450406  0.14040833  0.05300986  0.52207775]
 [ 0.14040833  0.28450406  0.52207775 -0.          0.05300986]]"
18,"[[ 0.52207775  0.05300986 -0.          0.14040833  0.28450406]
 [ 0.14040833  0.52207775  0.05300986  0.28450406 -0.        ]
 [ 0.05300986  0.14040833  0.28450406  0.52207775 -0.        ]
 [ 0.14040833  0.52207775 -0.          0.28450406  0.05300986]
 [ 0.52207775  0.05300986  0.14040833 -0.          0.28450406]]"
19,"[[-0.          0.52207775  0.05300986  0.28450406  0.14040833]
 [ 0.14040833 -0.          0.52207775  0.28450406  0.05300986]
 [ 0.28450406  0.14040833  0.05300986 -0.          0.52207775]
 [ 0.05300986  0.28450406  0.14040833 -0.          0.52207775]
 [ 0.14040833  0.28450406 -0.          0.52207775  0.05300986]]"
20,"[[ 0.14040833  0.52207775  0.05300986 -0.          0.28450406]
 [ 0.14040833  0.52207775 -0.          0.05300986  0.28450406]
 [-0.          0.14040833  0.28450406  0.05300986  0.52207775]
 [ 0.52207775 -0.          0.28450406  0.05300986  0.14040833]
 [-0.          0.28450406  0.05300986  0.14040833  0.52207775]]"
21,"[[ 0.0294106   0.08785603 -0.          0.00790973  0.14783634  0.00298624
   0.40977058  0.01602718  0.05147613  0.24672717]
 [-0.          0.01602718  0.24672717  0.05147613  0.0294106   0.08785603
   0.14783634  0.00790973  0.40977058  0.00298624]
 [ 0.0294106   0.08785603  0.00298624  0.14783634  0.05147613  0.40977058
   0.00790973  0.01602718  0.24672717 -0.        ]
 [ 0.00790973  0.24672717  0.08785603  0.0294106   0.40977058  0.14783634
   0.05147613  0.01602718  0.00298624 -0.        ]
 [ 0.24672717  0.40977058 -0.          0.01602718  0.08785603  0.0294106
   0.05147613  0.00298624  0.00790973  0.14783634]
 [ 0.00298624  0.24672717  0.01602718  0.0294106   0.00790973 -0.
   0.14783634  0.05147613  0.08785603  0.40977058]
 [ 0.08785603  0.00790973  0.0294106  -0.          0.05147613  0.24672717
   0.40977058  0.01602718  0.14783634  0.00298624]
 [ 0.05147613  0.14783634  0.24672717 -0.          0.08785603  0.40977058
   0.01602718  0.00298624  0.0294106   0.00790973]
 [ 0.08785603  0.05147613  0.00790973  0.40977058  0.14783634  0.24672717
   0.0294106   0.01602718 -0.          0.00298624]
 [ 0.24672717  0.08785603  0.0294106   0.40977058  0.01602718 -0.
   0.00298624  0.05147613  0.00790973  0.14783634]]"
