,0
1,"[[0.14752568 0.23700452 0.29127619 0.         0.32419361]
 [0.14752568 0.23700452 0.29127619 0.         0.32419361]
 [0.29127619 0.         0.32419361 0.14752568 0.23700452]
 [0.         0.14752568 0.23700452 0.29127619 0.32419361]
 [0.32419361 0.14752568 0.         0.29127619 0.23700452]]"
2,"[[0.14752568 0.32419361 0.         0.23700452 0.29127619]
 [0.32419361 0.23700452 0.14752568 0.         0.29127619]
 [0.32419361 0.23700452 0.29127619 0.14752568 0.        ]
 [0.         0.14752568 0.23700452 0.32419361 0.29127619]
 [0.29127619 0.         0.23700452 0.14752568 0.32419361]]"
3,"[[0.14752568 0.         0.32419361 0.23700452 0.29127619]
 [0.         0.23700452 0.32419361 0.14752568 0.29127619]
 [0.14752568 0.         0.23700452 0.29127619 0.32419361]
 [0.14752568 0.29127619 0.         0.32419361 0.23700452]
 [0.23700452 0.         0.32419361 0.29127619 0.14752568]]"
4,"[[0.32419361 0.         0.14752568 0.29127619 0.23700452]
 [0.         0.14752568 0.29127619 0.32419361 0.23700452]
 [0.23700452 0.14752568 0.         0.32419361 0.29127619]
 [0.         0.23700452 0.14752568 0.29127619 0.32419361]
 [0.         0.14752568 0.32419361 0.23700452 0.29127619]]"
5,"[[0.29127619 0.         0.23700452 0.14752568 0.32419361]
 [0.32419361 0.23700452 0.14752568 0.         0.29127619]
 [0.23700452 0.         0.14752568 0.32419361 0.29127619]
 [0.32419361 0.14752568 0.         0.29127619 0.23700452]
 [0.14752568 0.         0.23700452 0.32419361 0.29127619]]"
6,"[[0.         0.14752568 0.23700452 0.32419361 0.29127619]
 [0.23700452 0.         0.14752568 0.29127619 0.32419361]
 [0.23700452 0.32419361 0.14752568 0.29127619 0.        ]
 [0.32419361 0.         0.14752568 0.23700452 0.29127619]
 [0.14752568 0.         0.23700452 0.29127619 0.32419361]]"
7,"[[0.         0.14752568 0.23700452 0.32419361 0.29127619]
 [0.         0.32419361 0.23700452 0.14752568 0.29127619]
 [0.14752568 0.         0.32419361 0.29127619 0.23700452]
 [0.23700452 0.29127619 0.14752568 0.         0.32419361]
 [0.14752568 0.         0.32419361 0.23700452 0.29127619]]"
8,"[[0.29127619 0.14752568 0.32419361 0.23700452 0.        ]
 [0.14752568 0.32419361 0.         0.29127619 0.23700452]
 [0.29127619 0.         0.23700452 0.32419361 0.14752568]
 [0.14752568 0.23700452 0.32419361 0.         0.29127619]
 [0.32419361 0.         0.29127619 0.23700452 0.14752568]]"
9,"[[0.32419361 0.         0.23700452 0.29127619 0.14752568]
 [0.29127619 0.32419361 0.         0.23700452 0.14752568]
 [0.14752568 0.         0.32419361 0.23700452 0.29127619]
 [0.14752568 0.23700452 0.32419361 0.         0.29127619]
 [0.29127619 0.32419361 0.23700452 0.14752568 0.        ]]"
10,"[[0.14752568 0.29127619 0.         0.32419361 0.23700452]
 [0.29127619 0.32419361 0.23700452 0.         0.14752568]
 [0.14752568 0.         0.23700452 0.29127619 0.32419361]
 [0.23700452 0.29127619 0.         0.32419361 0.14752568]
 [0.32419361 0.29127619 0.         0.14752568 0.23700452]]"
