,0
1,"[[1.         0.2007451  0.         0.85929803 0.69879988]
 [0.87483939 0.09341628 0.         0.74762414 1.        ]
 [0.21772696 0.84811763 0.         0.34921277 1.        ]
 [0.21554737 0.2430277  0.         1.         0.84337418]
 [1.         0.33054021 0.         0.05215423 0.74376395]]"
2,"[[0.28672295 0.90662458 0.75339793 1.         0.        ]
 [0.         0.13778084 0.12058165 0.37348171 1.        ]
 [0.36191972 0.21633139 0.42544841 1.         0.        ]
 [0.05444083 0.         1.         0.81818047 0.58433968]
 [0.         0.760915   1.         0.34582566 0.93757663]]"
3,"[[0.         0.54580742 0.5239788  1.         0.41531592]
 [0.29294924 0.37786191 0.         1.         0.70269597]
 [0.52049251 0.         0.50494796 1.         0.38442788]
 [0.01457526 0.62939008 0.         0.91763208 1.        ]
 [1.         0.05168097 0.         0.05190688 0.43489721]]"
4,"[[0.13574094 0.         1.         0.09350258 0.73100544]
 [1.         0.         0.90856453 0.11453694 0.95799816]
 [0.91139161 1.         0.80437187 0.         0.949974  ]
 [0.62775183 0.22814896 1.         0.         0.19109416]
 [0.31510797 0.         1.         0.32778549 0.02283594]]"
5,"[[0.48730381 0.         0.72941399 0.12582095 1.        ]
 [1.         0.         0.99934541 0.8718493  0.97495789]
 [0.19881843 0.         0.27456234 1.         0.99265801]
 [1.         0.37367796 0.         0.62438396 0.52178863]
 [0.65602259 0.05904736 1.         0.         0.64633922]]"
6,"[[0.30031349 0.74089189 1.         0.42700334 0.        ]
 [0.33321    0.79959591 0.82057501 1.         0.        ]
 [0.         0.01143484 1.         0.52219973 0.64561087]
 [0.32423216 1.         0.92240915 0.73251372 0.        ]
 [0.27005151 0.66489016 1.         0.62175068 0.        ]]"
7,"[[0.         1.         0.18588564 0.75065239 0.77813384]
 [0.36146406 0.30102134 0.         0.37812527 1.        ]
 [0.5460536  0.         0.02637661 0.33574268 1.        ]
 [0.58638789 0.88123012 0.         0.52354928 1.        ]
 [0.         0.28321146 0.08804751 0.81443585 1.        ]]"
8,"[[0.41033052 0.         0.21144171 1.         0.76863705]
 [0.         0.06707865 0.79365334 0.60007372 1.        ]
 [1.         0.52700539 0.76327483 0.69599316 0.        ]
 [0.70248637 0.         1.         0.66911517 0.21818182]
 [0.         0.09395918 0.3002627  0.97268238 1.        ]]"
9,"[[1.         0.9116134  0.06587631 0.59868883 0.        ]
 [1.         0.         0.50345676 0.27826657 0.18233334]
 [0.95017349 0.28789302 1.         0.         0.71533166]
 [1.         0.31621268 0.40938314 0.         0.71301832]
 [1.         0.11016825 0.80763298 0.53097153 0.        ]]"
10,"[[0.98422768 0.91874217 0.17701726 0.         1.        ]
 [0.47684464 0.39273975 0.3137259  0.         1.        ]
 [0.43946786 1.         0.         0.63473385 0.83714664]
 [0.67914008 0.77683307 0.         0.25317754 1.        ]
 [0.         1.         0.13826125 0.1222491  0.31164009]]"
11,"[[0.44416383 0.78077193 0.         0.90640377 1.        ]
 [0.06745975 0.45973506 0.         1.         0.94120588]
 [0.22537841 1.         0.         0.99926354 0.66240802]
 [0.10739553 0.32263318 0.         1.         0.70376779]
 [0.62752044 1.         0.         0.66667788 0.94487741]]"
12,"[[0.40329448 0.62095797 0.19698704 0.         1.        ]
 [0.         1.         0.53983543 0.33693172 0.89497067]
 [0.22704243 1.         0.43868504 0.         0.71942288]
 [0.         0.86562914 0.54031654 0.26406897 1.        ]
 [0.         0.97361995 0.34783645 0.68124754 1.        ]]"
13,"[[0.8831942  0.22424432 0.         1.         0.88069281]
 [1.         0.         0.25246409 0.28919903 0.62328266]
 [0.92391285 0.         0.58579174 0.71203081 1.        ]
 [0.51100093 0.         0.07845438 1.         0.13582767]
 [0.40661167 0.         0.19871895 0.98417575 1.        ]]"
14,"[[1.         0.98393182 0.01267038 0.         0.76344922]
 [0.04274185 0.3386142  0.         0.0080459  1.        ]
 [0.         0.81420452 0.13687093 0.87892334 1.        ]
 [1.         0.72879492 0.         0.77175759 0.80287038]
 [1.         0.83665037 0.         0.54654775 0.68248649]]"
15,"[[0.79883657 1.         0.05750652 0.30116343 0.        ]
 [0.92726938 0.19682557 0.         1.         0.41176734]
 [0.46216331 0.         0.51700257 1.         0.26846818]
 [0.18201052 1.         0.14889667 0.91867704 0.        ]
 [0.76796257 0.         0.52554455 0.6821174  1.        ]]"
16,"[[0.63471894 0.87920298 0.56372911 0.         1.        ]
 [0.         0.76998554 0.65249303 0.43849119 1.        ]
 [0.5563053  0.3528069  1.         0.         0.94637231]
 [0.         0.4173435  0.84694198 0.94277502 1.        ]
 [1.         0.         0.75946212 0.86595813 0.32529082]]"
17,"[[0.55820248 0.40557153 1.         0.73726975 0.        ]
 [0.         0.23062687 1.         0.49895657 0.24417595]
 [0.6728217  0.         0.58058856 1.         0.022474  ]
 [0.         0.30038836 0.47090324 1.         0.96191929]
 [0.1782244  0.         1.         0.1129215  0.27817394]]"
18,"[[0.78070265 1.         0.25259169 0.         0.30417269]
 [1.         0.65644753 0.65776749 0.         0.0741116 ]
 [0.46636943 0.97992423 1.         0.06967061 0.        ]
 [0.35335215 1.         0.6672299  0.         0.48259341]
 [1.         0.06855592 0.         0.58884655 0.09828208]]"
19,"[[0.91593576 0.47523227 1.         0.         0.4051617 ]
 [0.79925758 0.76043017 1.         0.         0.56529129]
 [0.         1.         0.92684976 0.03687344 0.41469383]
 [0.05716922 0.         1.         0.0974961  0.26109987]
 [0.37348083 0.78344521 1.         0.22760313 0.        ]]"
