2,5,3,1,4,6,8,7,9,11,12,14,10,13,16,18,15,21,17,22,19,20,23,24,28,25,26,27,29,32,33,34,30,31,35,36,37,39,40,38,42,41,44,45,43,46,47,50,48,49
1,2,3,4,5,9,7,6,11,8,10,12,14,15,17,13,18,16,19,25,20,22,21,24,23,26,28,30,27,32,31,29,34,33,36,35,37,40,38,39,41,43,46,42,44,47,45,50,48,49
2,1,4,3,5,6,8,12,7,9,10,11,14,13,15,17,16,20,21,18,22,19,24,23,26,29,28,30,25,31,34,27,33,38,39,32,36,35,37,40,41,42,44,45,43,46,47,48,49,50
3,1,4,2,5,7,6,8,9,10,11,15,12,18,13,14,16,17,19,21,22,20,24,23,30,29,25,26,27,28,31,33,32,34,36,35,38,37,39,40,41,42,45,43,46,44,47,49,48,50
1,4,2,3,5,7,6,8,9,10,11,14,12,13,16,17,15,18,19,21,20,23,22,24,25,26,27,30,31,28,29,33,35,32,34,36,37,39,38,40,43,41,42,44,45,46,47,49,48,50
1,2,3,4,5,6,8,9,7,11,13,12,10,14,16,17,15,19,18,20,21,22,24,23,26,25,28,29,27,30,31,32,35,33,34,36,37,38,39,40,41,42,43,44,47,46,45,48,49,50
1,2,4,7,3,6,5,8,11,9,10,14,12,13,16,15,17,18,19,20,21,22,23,24,25,26,29,27,31,28,32,34,30,35,33,36,37,38,42,39,40,43,44,41,45,46,47,48,50,49
2,1,4,3,7,8,5,6,10,9,12,14,11,13,15,17,16,20,19,18,21,22,23,24,26,28,25,29,31,27,30,35,32,33,34,36,37,40,39,38,42,41,43,44,45,46,48,47,49,50
2,1,5,4,3,6,7,9,8,19,10,11,12,13,18,17,15,14,16,20,21,22,23,24,26,25,28,27,29,31,34,32,33,36,30,35,37,38,39,40,41,43,42,44,45,46,47,49,50,48
2,3,5,4,6,1,7,8,11,9,10,12,13,15,14,16,17,18,20,19,21,23,22,25,24,27,28,26,30,29,31,32,33,34,35,36,37,39,40,41,42,38,43,45,44,48,46,50,47,49
1,2,4,3,6,5,9,10,11,7,12,13,16,14,15,8,18,19,17,20,21,23,24,22,25,26,27,30,28,29,32,33,34,31,35,36,38,40,39,37,49,43,46,44,41,45,47,42,48,50
2,1,3,5,4,7,8,11,6,9,13,10,12,14,16,15,17,19,18,21,23,20,22,24,27,25,26,28,31,29,36,32,30,33,34,35,37,38,41,39,40,42,43,44,46,45,47,49,48,50
1,3,2,4,5,7,8,9,6,10,14,11,15,17,13,12,19,16,18,22,20,21,23,25,26,27,24,28,32,29,31,30,34,35,36,33,39,37,38,40,41,45,42,43,47,44,49,46,48,50
1,2,4,3,5,7,6,8,9,10,11,12,13,14,15,17,18,16,19,20,22,21,25,23,28,26,24,30,29,27,31,34,32,35,38,33,36,39,37,40,43,41,42,49,44,45,46,47,48,50
2,6,3,1,4,7,5,9,8,11,10,12,13,14,15,16,18,17,19,20,22,21,24,23,27,25,26,29,28,30,32,33,31,34,35,36,38,37,42,39,43,40,41,44,47,45,50,46,49,48
1,4,6,2,3,5,9,8,7,11,13,10,12,15,16,14,19,17,20,18,21,23,25,22,24,26,28,27,29,31,30,32,34,33,35,37,36,39,38,40,42,41,44,43,47,49,46,48,45,50
2,1,3,5,4,7,6,9,8,10,12,14,11,13,16,15,18,17,21,19,22,20,23,24,25,27,29,26,28,31,32,36,30,34,33,35,38,39,37,40,43,41,42,44,45,47,48,46,50,49
1,2,3,5,4,10,8,7,9,6,12,14,11,13,16,15,21,17,19,18,20,22,23,25,24,26,27,28,30,29,31,32,33,35,36,34,37,38,39,41,42,40,43,46,45,44,47,49,48,50
1,4,2,6,3,5,8,9,11,10,13,12,7,17,15,14,16,18,19,20,21,22,23,24,26,27,25,28,29,34,30,32,33,31,36,35,37,41,39,38,42,40,44,45,48,47,43,49,46,50
1,2,3,5,6,11,4,7,8,9,10,12,13,15,16,17,18,19,14,20,23,21,22,28,25,24,29,30,26,32,27,31,33,34,35,36,38,37,39,40,42,41,43,44,45,46,48,49,47,50
1,7,3,2,4,8,6,9,5,10,12,11,15,17,14,13,19,16,18,21,20,22,23,24,25,26,27,30,29,28,31,33,32,34,37,42,40,35,36,38,41,39,43,44,45,47,46,49,48,50
1,2,4,3,6,5,8,7,9,10,11,12,15,13,14,16,18,17,19,23,20,25,26,21,22,24,27,29,30,28,31,32,34,33,35,36,37,38,40,43,39,41,48,42,44,45,46,47,49,50
1,4,2,6,3,7,5,9,12,10,11,8,13,14,16,15,20,17,19,18,23,21,22,25,24,27,26,28,29,30,31,32,36,33,35,34,37,38,39,40,41,44,43,42,45,46,47,49,48,50
1,3,2,5,4,6,7,10,8,11,9,12,14,15,13,16,18,19,20,21,17,24,22,23,25,28,29,26,30,27,31,33,32,34,35,36,40,38,39,37,42,41,43,44,45,47,48,50,46,49
4,1,7,2,3,6,8,11,9,5,10,12,13,15,14,17,16,19,18,20,21,22,26,24,25,23,27,30,29,28,31,32,33,34,35,36,37,39,40,38,41,43,42,45,44,46,47,48,49,50
2,1,3,5,4,6,8,7,9,13,10,11,12,15,16,14,21,22,17,19,18,20,24,23,25,27,26,33,28,29,31,32,34,30,35,38,36,37,39,40,41,42,43,44,45,47,48,46,49,50
1,2,4,3,5,6,7,9,10,8,12,11,15,13,16,14,17,18,20,19,23,22,21,25,24,26,27,28,30,31,33,35,37,29,32,34,40,38,36,39,41,44,42,47,45,43,48,46,50,49
3,1,2,4,5,7,8,9,10,6,11,14,12,15,16,18,17,13,19,20,21,22,24,25,23,26,29,27,28,30,32,31,33,35,34,36,37,38,40,39,41,42,43,44,47,46,48,49,45,50
3,1,2,5,6,9,4,7,8,10,12,11,13,16,14,18,15,19,20,17,21,27,22,23,25,26,29,24,28,31,30,34,32,33,35,36,38,39,37,40,42,44,41,43,45,46,47,48,50,49
1,2,4,6,5,3,8,7,10,12,11,13,15,9,18,14,16,20,19,17,23,21,22,24,27,26,25,28,29,30,31,33,32,34,35,38,36,37,40,41,42,43,39,44,49,45,48,47,46,50
1,2,3,5,4,7,6,8,10,9,11,12,13,14,16,15,17,18,19,22,20,23,26,21,27,24,28,30,29,25,32,33,35,31,34,36,39,37,42,40,41,38,43,46,44,45,47,49,48,50
4,1,5,2,3,6,9,7,8,11,10,13,12,14,16,15,17,18,23,19,22,20,24,25,21,26,27,29,28,30,31,34,32,33,35,36,37,38,43,39,42,40,46,44,45,41,50,48,47,49
2,1,3,4,5,6,8,7,9,10,13,12,11,14,17,16,21,15,25,22,20,19,24,18,26,23,27,30,28,31,29,34,33,32,37,35,36,38,39,40,41,42,43,44,45,46,47,48,49,50
1,3,6,5,2,7,8,9,11,4,10,12,14,17,16,13,15,18,19,20,21,23,22,25,24,26,27,28,29,30,31,32,34,35,33,36,37,38,39,41,40,42,43,45,44,47,46,48,50,49
1,6,7,2,9,4,5,8,3,10,11,12,13,14,16,15,18,19,17,20,21,23,22,24,29,25,27,26,28,30,35,34,36,32,31,38,33,37,39,40,41,42,44,45,43,46,47,48,49,50
1,2,3,4,6,5,7,8,10,9,11,12,13,14,17,15,18,16,20,21,19,22,23,25,24,27,26,28,29,30,32,31,34,33,36,35,40,37,38,39,41,44,46,45,42,43,47,48,50,49
1,3,4,2,5,6,7,9,8,10,12,11,13,16,15,14,18,19,17,21,22,20,24,26,23,27,25,28,29,30,32,33,31,37,34,36,38,35,40,41,39,44,43,42,47,45,48,46,50,49
2,1,5,3,6,4,7,8,10,11,9,14,12,17,13,16,18,20,19,15,22,23,24,21,25,26,29,27,28,30,31,32,33,35,34,36,37,38,39,41,40,42,43,44,45,46,47,50,48,49
