3,1,4,8,5,2,16,30,11,12,17,18,9,13,15,6,20,7,22,25,36,14,23,21,28,33,24,46,10,27,19,26,34,37,45,35,49,31,32,41,43,38,40,48,50,39,47,57,54,51,58,60,44,52,29,66,53,42,55,64,56,61,62,63,69,72,75,67,70,76,83,77,74,92,59,90,73,81,65,80,68,71,96,84,85,99,79,94,88,87,89,91,93,82,98,100,86,95,78,97
3,1,5,6,11,15,25,14,2,7,8,20,10,17,4,19,9,12,18,13,28,29,23,22,24,58,16,34,26,39,30,32,35,33,21,40,38,42,47,36,52,43,45,37,44,50,48,41,51,71,27,57,64,46,60,49,54,31,55,59,61,53,66,62,70,67,56,63,73,75,65,86,89,94,74,69,76,68,95,81,87,82,78,85,77,80,93,92,97,79,90,72,83,91,88,96,100,99,98,84
2,4,3,1,8,6,7,12,5,17,15,10,23,31,11,13,18,14,20,22,24,27,9,19,26,39,40,21,28,16,29,30,25,37,33,38,34,35,43,50,55,32,41,48,46,45,36,51,47,42,52,54,56,53,67,71,44,59,49,58,60,61,63,69,68,76,77,57,70,74,62,64,83,73,66,75,72,86,88,65,84,85,78,80,79,81,82,87,89,92,97,93,91,94,96,90,98,99,95,100
8,10,2,11,4,12,3,17,9,1,5,15,7,6,14,23,19,13,16,18,22,29,20,21,25,37,43,26,30,34,31,39,27,32,49,38,41,42,36,24,40,46,62,35,33,44,47,52,66,48,28,56,45,51,53,54,69,61,58,65,76,60,68,57,55,50,70,73,72,80,63,67,75,71,59,74,95,77,64,78,79,82,87,81,90,91,86,84,85,97,88,94,83,100,99,92,93,89,96,98
6,15,1,4,12,5,9,2,7,10,14,11,8,13,18,3,16,21,19,23,20,25,22,33,17,24,29,36,58,40,35,41,56,26,30,27,39,50,28,31,42,32,43,38,45,34,46,44,55,53,52,37,47,49,65,61,72,78,51,59,71,54,63,60,48,62,68,66,74,76,77,64,67,57,82,83,70,88,69,73,84,79,80,91,89,75,81,87,93,92,85,86,96,90,95,98,100,94,97,99
5,4,1,6,10,7,8,9,2,14,27,11,13,23,16,3,17,12,15,18,21,20,24,22,28,29,51,25,33,32,19,26,36,41,37,39,35,40,30,34,52,55,45,44,31,46,38,53,61,59,50,42,58,54,48,62,47,60,56,57,63,73,70,64,85,69,49,43,66,65,77,74,68,78,71,72,76,75,92,94,67,82,86,89,81,84,91,79,88,93,97,83,96,80,98,87,95,90,99,100
11,6,4,2,9,5,13,14,8,15,1,25,3,7,16,24,17,33,18,20,19,21,22,10,36,30,38,37,28,26,41,27,32,46,23,43,40,12,35,39,29,47,31,52,34,50,42,45,58,49,60,53,56,51,54,44,62,66,63,57,48,59,55,76,65,61,68,67,73,93,69,70,64,74,77,71,78,83,82,72,81,75,84,80,95,89,79,88,85,97,87,98,100,94,90,91,86,99,92,96
15,3,9,5,8,11,13,4,6,18,2,23,1,17,14,10,7,19,22,21,26,24,28,20,27,30,38,12,31,16,33,42,36,29,25,32,37,43,55,41,39,50,34,47,40,44,48,58,51,35,57,62,45,59,63,68,61,53,54,60,52,67,69,49,70,56,65,64,46,66,73,79,93,78,72,76,71,81,77,82,88,75,87,80,84,83,74,85,97,89,98,90,92,99,100,94,95,86,91,96
10,18,3,28,1,8,15,11,6,4,9,7,13,25,22,17,2,16,5,23,21,14,26,27,12,32,39,50,19,20,42,33,24,29,30,37,34,41,52,35,31,46,38,40,59,36,47,57,45,43,63,44,53,51,48,54,64,62,60,66,97,49,61,67,68,58,56,69,73,77,55,79,70,65,71,78,86,82,74,87,98,75,76,81,90,72,91,80,92,88,93,83,100,94,99,84,89,85,95,96
6,20,26,19,2,11,1,3,25,4,5,12,9,13,14,35,18,23,16,22,7,17,15,33,8,24,36,28,27,31,29,50,34,10,40,32,21,30,41,42,46,38,44,49,52,43,53,61,45,47,39,37,54,65,57,51,59,62,48,56,69,66,60,58,64,71,77,70,55,72,67,76,82,83,75,63,74,78,73,85,84,68,86,80,88,79,81,90,92,91,89,99,97,100,94,87,93,96,95,98
24,1,3,2,8,9,7,15,5,10,4,11,6,22,13,14,21,18,31,16,17,19,20,35,23,36,32,26,33,27,28,39,34,41,25,38,47,72,46,29,40,30,44,12,55,43,42,48,56,60,52,57,37,61,49,45,66,58,51,50,69,62,67,65,54,70,73,59,68,53,63,76,80,83,77,64,74,75,71,99,78,98,81,85,89,94,100,79,82,91,84,92,86,95,87,90,93,97,96,88
5,1,4,11,15,22,3,2,8,18,10,28,9,14,6,19,13,7,31,20,12,24,16,26,54,27,25,23,17,37,32,41,47,30,35,21,45,29,36,44,42,40,62,33,34,49,57,46,79,39,43,48,50,56,55,38,59,51,67,52,65,69,66,60,64,58,81,53,68,78,70,74,72,73,75,61,71,84,63,76,88,87,85,86,82,77,96,98,80,100,89,92,95,90,93,91,83,97,99,94
4,5,8,1,6,3,2,12,14,7,10,23,9,15,19,13,20,17,27,26,28,21,25,31,22,16,11,43,38,24,30,46,32,33,39,34,29,41,49,42,35,50,61,18,37,44,40,48,57,74,58,52,36,65,67,55,47,53,62,45,56,60,68,71,73,51,59,64,69,85,72,63,70,92,79,81,78,75,54,86,84,77,90,66,80,89,98,88,76,82,99,83,91,95,96,93,100,97,94,87
2,8,4,10,11,6,7,5,19,22,13,3,9,21,18,12,14,25,27,29,17,1,23,30,24,20,15,38,32,26,33,28,31,34,43,39,37,44,49,61,36,40,35,53,16,58,42,48,52,41,51,72,59,57,47,46,56,54,50,68,60,69,62,66,65,55,63,84,71,67,81,64,76,83,70,87,77,82,96,73,92,75,80,90,74,100,86,45,95,78,94,93,99,88,85,79,98,91,89,97
1,3,2,6,9,11,16,23,7,5,18,14,4,17,32,22,8,10,30,19,29,40,20,12,26,15,21,24,54,27,38,28,42,34,33,13,49,36,37,39,31,35,51,25,41,46,44,58,43,48,52,47,64,59,53,45,55,61,62,56,74,57,63,65,68,50,66,81,80,76,72,77,60,90,82,79,71,70,73,69,83,84,78,85,75,91,67,86,88,100,89,99,87,96,95,94,93,92,97,98
2,8,9,3,6,17,4,1,7,13,15,5,12,11,10,27,26,16,14,23,18,33,21,20,31,19,30,22,24,41,25,28,38,29,34,43,42,47,55,32,36,44,60,35,65,37,48,49,53,39,51,57,67,40,52,59,71,63,64,45,50,46,75,58,54,56,77,70,62,61,91,68,66,73,76,89,74,80,72,69,81,79,88,92,78,85,83,82,87,84,86,94,95,97,90,98,99,100,93,96
1,13,3,4,12,8,6,5,17,15,11,14,2,10,29,20,16,22,25,21,28,23,27,9,31,37,7,18,24,38,26,19,33,34,30,32,39,48,35,41,36,43,45,46,51,49,44,57,50,53,40,47,52,56,59,54,62,55,63,72,42,60,73,66,79,65,61,58,68,69,70,71,64,77,76,67,74,78,83,81,85,86,87,91,80,95,93,82,89,88,75,99,84,96,90,94,98,100,92,97
4,8,3,1,5,12,6,11,15,9,25,13,14,7,23,20,10,18,21,32,2,19,22,24,17,50,40,16,28,27,26,33,31,30,38,35,45,36,34,39,29,43,56,37,53,58,41,49,48,46,42,64,44,51,63,52,54,57,47,59,78,55,67,62,68,65,60,61,66,74,73,69,70,77,87,75,83,71,72,76,84,93,82,88,81,85,79,89,92,91,90,98,95,100,99,80,97,94,86,96
1,2,5,7,3,6,9,8,12,13,11,23,10,15,4,19,14,16,28,18,17,25,20,21,22,31,36,32,27,26,53,39,24,30,34,50,40,38,44,35,29,42,43,46,33,37,41,45,48,70,47,51,52,59,58,54,66,65,56,75,77,62,64,69,49,61,63,57,72,76,83,60,74,80,87,73,84,81,55,79,89,68,85,90,88,94,86,67,78,91,71,96,82,92,99,93,97,98,100,95
4,3,9,2,1,6,11,8,15,10,27,28,13,17,19,12,20,5,18,14,22,23,16,31,33,21,7,24,29,30,47,41,37,34,39,25,26,32,64,38,54,44,35,40,36,43,50,45,46,53,48,55,58,65,51,59,42,67,49,66,52,82,73,56,62,68,57,60,61,75,69,71,79,77,63,76,70,78,72,87,80,86,83,93,74,84,90,88,92,81,96,91,98,99,89,97,100,95,85,94
11,15,4,5,1,6,9,25,18,2,7,3,16,13,22,14,19,41,20,8,10,12,27,28,26,24,33,29,35,17,32,61,36,48,86,37,52,21,30,23,38,42,34,44,47,40,43,46,49,39,31,51,71,57,66,53,50,60,67,54,78,63,56,65,62,73,58,45,74,55,76,72,59,75,68,87,64,69,95,77,88,83,70,96,80,79,89,94,81,82,90,100,92,84,99,85,91,97,98,93
2,6,3,7,11,1,12,10,14,9,4,13,16,24,26,25,23,8,22,5,17,19,20,29,37,46,15,30,43,18,35,28,47,48,55,45,40,27,31,34,21,36,38,39,50,51,49,59,32,42,61,57,33,41,44,52,56,66,60,54,70,71,73,65,69,62,58,53,75,80,64,85,79,81,77,76,83,63,72,82,78,84,68,89,67,88,74,90,93,98,92,86,97,91,95,96,100,94,87,99
3,5,2,4,1,10,7,14,17,8,21,20,13,9,22,18,11,6,15,16,12,19,23,32,25,24,27,28,49,29,26,41,31,30,43,34,40,36,33,37,44,48,45,46,35,39,42,57,55,51,38,56,53,52,61,80,54,60,50,47,70,63,71,58,77,67,64,75,86,66,59,76,68,62,90,92,78,79,69,81,83,65,85,87,88,73,93,82,84,95,74,94,99,89,96,97,98,91,72,100
6,12,2,16,3,5,13,17,1,18,9,8,4,11,7,21,19,14,24,22,15,28,23,20,33,29,31,26,30,10,25,35,48,51,32,41,27,40,34,36,38,37,43,46,49,45,39,54,42,58,56,64,47,50,55,57,77,63,52,66,69,61,60,65,67,68,44,73,53,59,70,85,79,62,74,78,95,71,72,75,83,82,76,84,81,86,90,91,92,80,88,99,87,97,93,98,89,100,96,94
4,19,1,2,3,10,7,21,8,5,9,6,12,14,11,16,13,20,18,23,22,27,34,17,31,25,37,15,40,46,30,50,32,24,45,26,28,43,29,33,44,49,38,35,63,39,54,57,47,41,48,60,56,51,52,59,42,70,64,61,73,71,36,72,62,58,83,55,66,75,68,67,77,74,88,81,86,65,91,69,76,82,53,79,92,84,78,94,85,96,93,80,89,97,87,95,90,98,99,100
16,6,1,17,2,3,8,12,38,4,10,14,7,9,5,20,11,22,19,37,15,18,13,24,40,21,29,23,28,35,33,27,39,25,31,34,26,30,42,44,51,43,45,46,47,36,52,54,49,57,41,53,55,62,48,32,67,59,75,83,58,65,72,71,69,50,56,74,61,70,77,76,60,66,63,73,82,64,79,80,85,87,78,88,94,84,90,89,81,98,68,92,96,100,95,93,86,97,99,91
4,6,3,7,15,9,1,2,28,13,8,11,10,5,14,17,19,22,24,16,12,20,32,29,35,21,26,44,18,27,25,36,31,30,38,33,39,34,37,41,23,53,40,45,64,46,43,48,51,47,50,49,58,56,54,57,42,59,63,60,52,72,69,65,55,71,73,66,79,83,61,67,75,76,92,62,77,68,74,95,87,70,91,78,80,81,94,84,99,82,98,85,90,86,93,97,96,100,88,89
1,4,6,9,7,12,10,14,3,11,2,17,5,13,8,18,27,26,32,19,25,36,30,16,15,21,20,23,35,28,43,22,39,29,24,41,40,31,33,47,45,46,37,34,54,60,53,48,67,51,56,44,42,52,57,49,59,68,63,62,74,55,87,69,61,70,64,75,38,77,66,80,76,71,88,72,50,58,95,90,91,79,81,93,85,98,65,73,78,83,96,97,86,99,92,89,84,100,82,94
2,20,1,7,11,16,8,29,9,3,4,13,5,26,15,6,12,17,19,14,21,23,24,30,10,28,38,25,36,40,34,35,18,31,22,37,43,51,27,41,39,45,44,42,32,52,49,48,46,50,53,54,59,55,57,58,77,60,69,47,66,62,61,33,63,70,68,65,56,64,71,74,80,78,75,86,82,76,97,79,72,85,88,73,90,81,91,67,98,92,89,96,94,87,93,99,84,83,95,100
4,5,12,2,13,31,1,6,11,9,20,18,24,3,17,25,7,10,8,21,14,16,32,15,26,22,33,28,27,19,40,34,37,50,46,29,23,41,39,30,44,36,42,47,48,43,35,56,55,52,54,49,66,51,68,70,58,38,45,53,69,60,63,61,57,72,67,74,62,75,65,59,64,76,80,91,84,77,71,73,90,78,79,83,81,92,88,85,95,93,89,87,94,86,100,98,96,99,82,97
4,15,12,7,3,8,2,1,14,17,21,5,10,16,6,18,22,19,13,23,11,34,24,9,26,41,35,29,28,44,30,32,45,42,36,25,27,20,37,43,31,59,40,49,39,56,33,51,48,46,50,54,47,58,67,55,52,38,60,53,64,72,61,66,62,57,65,70,68,82,63,71,73,69,75,81,78,83,92,84,88,77,76,85,86,89,91,74,80,90,87,95,79,93,94,99,98,100,97,96
12,15,2,5,11,10,3,1,4,6,19,9,8,13,17,7,18,20,26,14,25,24,38,27,29,36,21,16,34,31,22,28,42,35,33,23,41,43,39,44,40,32,37,45,46,56,47,48,57,60,49,62,64,52,30,50,59,51,58,66,68,70,77,71,54,53,55,65,63,75,84,67,82,74,72,69,80,90,88,76,73,61,81,94,89,100,86,95,83,78,87,93,91,92,85,96,98,97,99,79
3,9,16,28,1,10,20,6,33,2,18,12,4,22,7,27,11,15,13,26,29,17,19,5,8,21,32,34,40,35,24,37,25,36,47,44,41,56,45,30,38,39,31,52,42,53,14,46,70,23,54,58,67,50,43,65,55,48,63,49,69,51,73,57,61,68,80,59,79,62,66,74,91,75,60,64,82,71,72,76,78,81,85,84,100,87,77,86,83,90,89,99,88,96,98,94,95,97,93,92
8,3,9,16,10,6,1,11,7,4,13,5,35,22,12,20,15,14,26,23,31,42,2,29,24,37,19,30,17,25,40,27,43,18,32,34,41,45,48,36,21,28,38,46,33,44,51,61,67,47,52,49,50,54,84,39,53,63,55,65,59,56,69,71,57,86,62,58,88,60,64,68,72,78,66,73,77,82,74,80,100,90,83,79,70,81,91,75,76,92,87,96,93,89,99,98,97,85,95,94
7,9,5,6,4,13,16,1,3,14,2,30,17,15,11,12,10,19,22,18,8,26,38,21,23,29,31,24,27,42,37,50,41,33,54,25,20,28,46,47,39,32,36,45,35,40,52,43,58,51,53,60,34,44,57,49,70,48,61,62,55,64,59,66,73,56,65,63,79,69,67,74,75,71,81,90,100,78,95,80,77,68,89,72,84,83,76,93,94,97,85,82,86,88,87,96,91,98,92,99
1,3,14,4,6,5,16,10,35,11,8,21,12,15,9,25,2,17,43,22,20,23,33,13,19,18,30,29,24,27,28,39,7,56,32,26,40,36,47,34,52,59,38,44,55,31,37,49,48,45,41,42,51,53,54,67,46,63,73,64,57,71,66,65,85,50,58,69,60,62,70,79,61,84,74,82,72,90,92,78,94,83,80,88,68,75,76,77,81,93,91,89,98,87,97,86,96,100,99,95
